Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes
Fatty acids	Fatty acid biosynthesis (plastidial)	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59)	rxn05330, rxn05331, rxn05335, rxn18935, rxn18936, rxn18937, rxn19686, rxn25662, rxn25719	AT2G22230		d, n	d			PMID:19101548	d, n	SUBA: MS plastid multiple results; nucleous 2 results; PPDB: plastid, curated, in house experiments and targetP. Predotar: plastid and elsewhere; WolfPsort: chlo: 13; Has signal peptide
Fatty acids	Fatty acid biosynthesis (plastidial)	Long-chain-fatty-acid--CoA ligase (EC 6.2.1.3)	rxn00947, rxn05736, rxn09449, rxn12282, rxn37324	AT1G77590		d, r	d			PMID:25540329
	d, r	SUBA: GFP: plastid and endoplasmic reticulum; MS plastid multiple results; PPDB: plastid, curated, in house experiments and targetP. Predotar: ER; WolfPsort:chlo: 6, extr: 3, nucl: 2, vacu: 2; No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	rxn03909	AT5G11380			d	c			c, d	PPDB: targetP: plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 8, cyto: 5. No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT5G16440		d	c, d	c	d, m	PMID:18988695	c, d, m	SUBA: MS plastid; PPDB: curated, plastid and cytosol and targetP plastid;  Predotar and WolfPsort: plastid; Has signal peptide; Lit: GFP long transcript plastid mainly, some mito
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT3G02780		d, m	c, m	c	d, m, x	PMID:18988695	c, d, m,  x	SUBA: GFP and MS plastid and mito; PPDB: curated mito and cytosol and targetP plastid; Predotar: elsewhere and mito; WolfPsort: plastid; No signal peptide; GFP of short transcript s located to peroxisome, while long transcript is located  mainly in mito and some to plastid [PMID:18988695]
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	rxn19646	AT1G11990			c			 	d	PPDB: targetP: cytosol; Predotar: elsewhere; WolfPsort: chlo: 5, cyto: 4, pero: 3, extr: 2. No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)	rxn19646	AT5G62790	d	d	d			PMID:12177470 	d	SUBA: GFP and MS plastid; PPDB: curated, in house experiments and targetP plastid; Predotar: plastid and elsewhere; WolfPsort: cyto: 7, chlo: 5, mito: 1; No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	rxn03909	AT3G21500			d	c			d	PPDB: targetP: plastid; Predotar: plastid and mito; WolfPsort:  chlo: 9, mito: 3.5, cyto_mito: 2.5. No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)	rxn03909	AT4G15560		d	d	c		PMID:24104567	d	SUBA: GFP and MS plastid; PPDB: curated, and targetP plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 12, nucl: 1; Has signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase (EC 1.17.7.1)	rxn26477	AT5G60600		d	d				d	SUBA: MS plastid; PPDB: curated, in house experiments and targetP plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 9, cyto: 3, mito: 1; No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12)	rxn03910	AT1G63970		d	d				d	SUBA: MS plastid; PPDB: curated, in house experiments and targetP plastid; Predotar and WolfPsort: plastid; No signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60)	rxn03907	AT2G02500		d	d			PMID:10841550	d	SUBA: MS plastid; PPDB: curated, in house experiments: plastid;  and targetP mito; Predotar: plastid and elsewhere;  WolfPsort: chlo: 13; Has signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (EC 2.7.1.148)	rxn27525	AT2G26930	d	d	d				d	SUBA: MS plastid; PPDB: curated, and targetP plastid;  Predotar and WolfPsort: plastid ; Has signal peptide
Cofactors	Isoprenoid biosynthesis, nonmevalonate branch	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (EC 1.17.1.2)	rxn19956, rxn19957, rxn26480, rxn26481	AT4G34350	d	d	d				d	SUBA: MS plastid; PPDB: curated, and targetP plastid;  Predotar: plastid and elsewhere and WolfPsort: cyto: 11, plas: 2; Has signal peptide
Cofactors	Isoprenoid biosynthesis, mevalonate branch	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT5G16440		d	c, d	c		PMID:18988695	c, d	SUBA: MS plastid, multiple results; PPDB: curated: plastid and cytosol; targetP: cytosol; Predotar and WolfPsort: plastid; No signal peptide
Cofactors	Isoprenoid biosynthesis, mevalonate branch	Isopentenyl-diphosphate delta-isomerase (EC 5.3.3.2)	rxn00830	AT3G02780		d, m	c, m	c		PMID:18319397	c, d, m	SUBA: GFP and MS mito and plastid; PPDB: curated mito and cytosol; Predotar: ER and elsewhere; WolfPsort: cyto: 8, chlo: 4, mito: 1; No signal peptide 
Cofactors	Plastoquinone biosynthesis	2-methyl-6-solanyl-1,4-benzoquinone methyltransferase, eukaryotic type	rxn23806	AT3G63410	d	d	d			PMID:14508009 	d	SUBA: MS plastid; PPDB: curated and targetP plastid; Predotar: plastid; WolfPsort: chlo: 12, vacu: 1; Has signal peptide
Cofactors	Plastoquinone biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT2G22250	d	d	d	c, d, m		PMID:20883697; also Glutamate/aspartate-prephenate aminotransferase activity	d	SUBA: MS multiple results plastid; PPDB: plastid supported by in house experiments
Cofactors	Plastoquinone biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT4G31990	d	d	d	c, d, m	d	PMID:7766905	d	SUBA: GFP and MS multiple data plastid; PPDB: platid supported by in house experiments. Plastid [PMID:7766905]
Cofactors	Plastoquinone biosynthesis	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT1G71920		d	d	c			d	SUBA: MS 2 data plastid; PPDB: targetP, experimental evidence, proteomes plastid ; Predotar and WolfPsort plastid; No signal peptide
Cofactors	Plastoquinone biosynthesis	Histidinol-phosphate aminotransferase (EC 2.6.1.9)	rxn00527, rxn02320	AT5G10330		d	d	c			d	SUBA: MS 1 data plastid; PPDB: targetP, experimental evidence, proteomes plastid; Predotar and WolfPsort plastid; No signal peptide
Cofactors	Plastoquinone biosynthesis	Homogentisate solanesyltransferase (EC 2.5.-)	rxn23804	AT3G11945	d	d	d			PMID:16989822	d	SUBA: MS plastid; PPDB: targetP plastid; Predotar: plastid; WolfPsort: chlo: 6, plas: 6, mito: 1; No signal peptide
Cofactors	Plastoquinone biosynthesis	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn29020, rxn29021	AT1G17050	d	d	d			PMID:23913686	d	SUBA: MS plastid; PPDB: curated, in house experiments and targetP plastid; Predotar: elsewhere and plastid; WolfPsort: chlo: 8, cyto: 4, nucl: 2; No signal peptide
Cofactors	Plastoquinone biosynthesis	Solanesyl diphosphate synthase (EC 2.5.1.85)	rxn29020, rxn29021	AT2G34630		d, m	d, m			PMID:21950843	d, m	SUBA: GFP mito and plastid; PPDB: curated mito and plastid; Predotar: mito and elsewhere; WolfPsort: mito: 10.5, chlo_mito: 7.5, chlo: 3.5; No signal peptide
Cofactors	Plastoquinone biosynthesis	Aspartate aminotransferase (EC 2.6.1.1)	rxn00260, rxn00527	AT5G11520		x	d	c, d, m	d, x	PMID:7894512	d, x	SUBA: SUBAcon cytosol; GFP peroxisome MS several data to different compartments so inconclusive; Experimental data plastidial [PMID:7894512] ; Predotar elswhere and Signal 3_L no signal peptide. Isolated chloroplasts have been proved to synthesize asp from oxaloacetate though [PMID:16658147 ] which supports presence of enzyme in these organelles. Located in peroxisome [PMID:12154131].
Cofactors	Phyllooquinone biosynthesis	1,4-dihydroxy-2-naphthoate polyprenyltransferase (EC 2.5.1.74)	rxn24310	AT1G60600		d	d				d	SUBA: MS plastid, 1 result; PPDB: curated location plastid, targetP mito; Predotar: ER ans elsewhere; WolfPsort: plas: 8, E.R.: 2, cyto: 1, extr: 1, vacu: 1; Has signal peptide. Membrane protein with 8 loops across membrane.
Cofactors	Phyllooquinone biosynthesis	2-heptaprenyl-1,4-naphthoquinone methyltransferase MenG of phylloquinone biosynthesis (EC 2.1.1.-)	rxn28342	AT1G23360	d		d			PMID:17082184	d	PPDB: curated and targetP plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 10, vacu: 3; No signal peptide
Cofactors	Phyllooquinone biosynthesis	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase (EC 2.2.1.9)	rxn11702	AT1G68890			d	c		PMID:16617180	d	PPDB: targetP: plastid; Predotar: elsewhere and plastid; WolfPsort:  chlo: 12, plas: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase (EC 4.2.99.20)	rxn11703	AT1G68890			d	c		PMID:16617180	d	PPDB: targetP: plastid; Predotar: elsewhere and plastid; WolfPsort:  chlo: 12, plas: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl diphosphate reductase (EC 1.3.1.83)	rxn14094, rxn14142, rxn14261, rxn24358, rxn24360, rxn24362	AT1G74470		d	d			PMID:9492312	d	SUBA: MS plastid, multiple results; PPDB: plastid, curated, in house experiments and targetP: Predotar: plastid; Wolfpsort: chlo: 12, cyto: 1; Has signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT2G18620		d	d			PMID:23729351	d	SUBA: GFP plastid; PPDB: targetP plastid; Predotar: plastid and elsewhere; WolfPsort: chlo: 13; Has signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G14510			m			PMID:23729351	d	PPDB: targetP mito; Predotar: plastid; WolfPsort: chlo: 12, cyto: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G14530		d	d			PMID:23729351	d	SUBA: GFP: plastid; PPDB: targetP plastid; Predotar: plastid; WolfPsort: chlo: 10, mito: 4; Has signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G14550		d	d			PMID:23729351	d	SUBA: GFP: plastid; PPDB: curated and targetP plastid; Predotar: plastid; WolfPsort: chlo: 12, cyto: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G20160		d	m			PMID:23729351	d	SUBA: GFP: plastid; PPDB: targetP mito; Predotar: ER and elsewhere; WolfPsort: cyto: 6, chlo: 3, mito: 2, plas: 2; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G29430		d	m			PMID:23729351	d	SUBA: GFP: plastid; PPDB: targetP mito; Predotar and  WolfPsort: plastid; Has signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT3G32040		d	d			PMID:23729351	d	SUBA: GFP: plastid; PPDB: targetP plastid; Predotar: plastid;  and  WolfPsort: chlo: 9, mito: 4.5, cyto_mito: 3; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT4G36810		d	d			PMID:23729351	d	SUBA: GFP and MS: plastid; PPDB: curated, in house experiments and targetP plastid; Predotar: plastid; and  WolfPsort: chlo: 13; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Geranylgeranyl pyrophosphate synthetase (EC 2.5.1.29)	rxn19689	AT4G38460		d	d			PMID:25958235	d	SUBA: MS: plastid, multiple results; PPDB: curated, in house experiments and targetP plastid; Predotar: plastid and elsewhere;  and  WolfPsort:  chlo: 12, plas: 1; Has signal peptide
Cofactors	Phyllooquinone biosynthesis	Isochorismate synthase (EC 5.4.4.2)	rxn01258	AT1G18870		d	d	c		PMID:18451262	d	SUBA: GFP plastid; PPDB: curated and targetP plastid; Predotar: plastid and elsewhere;  and  WolfPsort: chlo: 13; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Isochorismate synthase (EC 5.4.4.2)	rxn01258	AT1G74710		d	d	c		 PMID:23956412	d	SUBA: GFP plastid; PPDB: curated and targetP plastid; Predotar: plastid and elsewhere;  and  WolfPsort: chlo: 10, mito: 4; No signal peptide
Cofactors	Phyllooquinone biosynthesis	O-succinylbenzoate synthase (EC 4.2.1.113)	rxn02832	AT1G68890			d	c			d	PPDB: targetP: plastid; Predotar: elsewhere and plastid; WolfPsort:  chlo: 12, plas: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	Naphthoate synthase (EC 4.1.3.36)	rxn05024	AT1G60550		x	d, x	c			d, x	SUBA: GFP and MS peroxisome; PPDB: curated location plastid and peroxisome; Predotar: elsewhere; WolfPsort: cyto: 12, plas: 1; No signal peptide
Cofactors	Phyllooquinone biosynthesis	O-succinylbenzoic acid--CoA ligase (EC 6.2.1.26)	rxn24330	AT1G30520		d, x	d, x			PMID:18208520	d, x	SUBA: GFP peroxisome and plastid; PPDB: curated location plastid and peroxisome; Predotar: elsewhere and mito; WolfPsort: plas: 12, nucl: 1; No signal peptide
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683	AT2G01140	d, m	d	d	c			d	SUBA: MS and GFP: plastid; PPDB: various proteomes, in house experiments and targetP plastid; Predotar and WolfPsort: plastid; No signal peptide
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683	AT2G21330	d	d	d	c			d	SUBA: MS and GFP: plastid; PPDB: various proteomes, in house experiments and targetP plastid; Predotar: plastid and elsewhere;  and WolfPsort: chlo: 10, mito: 4; No signal peptide
Cofactors	Biotin biosynthesis	Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	(1) 5-Deoxy-D-ribulose-1-phosphate [0] <=> (1) Glycerone phosphate[c0] + (1) Acetaldehyde[c0]; rxn01334, rxn19683	AT4G38970	d	d	d	c			d	SUBA: GFP and MS plastid; PPDB: Curated and in house experiments: plastoglobules and plastid; TargetP predicted plastid; Predotar: plastid; WolfPsort: chlo: 7, mito: 3, nucl_plas: 2.5, plas: 2; No signal peptide
Cofactors	Folate biosynthesis	Folylpolyglutamate synthase (EC 6.3.2.17)	rxn00689, rxn06627, rxn27860, rxn27861	AT5G05980	d	c, d	d		c,d		c, d	GFP shown to be in both chloroplast and cytosolic strands  in Nicotiana [PMID:
  21502816]
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G37930		c, m, d	m	m			c, d, m	SUBA: GFP cytosol and mito; MS data plasma membrane; mito and plastid; PPDB: mito; According to signal_#L peptide does not have signal, so analyzing the other data probably is in several locations
Cofactors	Folate biosynthesis	Aminodeoxychorismate lyase (EC 4.1.3.38)	rxn19071	AT5G57850	d	d	d		d		d	Lit. Cmpts: plastidial ,GFP determined [PMID:15500462]
Cofactors	Folate biosynthesis	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211, rxn24147	AT4G00600		d	d	c			d	SUBAcon: predicted plastidial; PPDB: targetP redicted plastidial
Cofactors	Folate biosynthesis	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211, rxn24147	AT4G00620		d	d	c			d	SUBA: plastidial by two MS independent studies. PPDB: plastidial curated and inhouse experiments.
Cofactors	Folate biosynthesis	Para-aminobenzoate synthase, amidotransferase component (EC 2.6.1.85)	rxn01257	AT2G28880		d	d	c	d		d	Plastidial shown by GFP [PMID:
  14745019]; PPDB: predicted by targetP to be plastidial
Cofactors	Folate biosynthesis	Para-aminobenzoate synthase, aminase component (EC 2.6.1.85)	rxn01257	AT2G28880		d	d	c	d		d	Plastidial shown by GFP [PMID:
  14745019]; PPDB: predicted by targetP to be plastidial
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G32520		d	d	m			d	SUBA: plastidial both by MS and GFP data; PPDB: curated and targetP predicted plastidial;
Cofactors	Folate biosynthesis	Methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase (EC 1.5.1.5)		AT4G00600		d	d				d	SUBA: predicted plastid; PPDB: targetP predicted plastid. Predotar predicted plastid
Cofactors	Folate biosynthesis	Methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase (EC 1.5.1.5)		AT4G00620		d	d				d	SUBA: MS plastid; PPDB: plastid by in house experiments; 
Cofactors	Folate biosynthesis	Dihydrolipoyl dehydrogenase of glycine decarboxylase complex  (L-protein) (EC 1.8.1.4) 		AT4G16155		d	d				d	SUBA: plastid by MS; PPDB: Plastid by in house experiments
Cofactors	Folate biosynthesis	5-methyltetrahydropteroyltriglutamate-homocysteine methyltransferase (EC 2.1.1.13)		AT5G20980 		m, d	d				d, m	SUBA: MS data give mito and plastid; PPDB: curated plastid
Cofactors	Folate biosynthesis	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)		AT5G13050		m, d	m		m		d, m	SUBA: one MS data locate it plastidial; PPDB: Curated data mito. Located by enzyme assays and immunoblot analyses predominantly if not exclusively in  mitochondria in pea and cauliflower [PMID:
    12207015] 
Cofactors	Folate biosynthesis	Glycine dehydrogenase (decarboxylating) of glycine decarboxylase complex (Glycine cleavage system P protein 1) (EC 1.4.4.2)		AT4G33010		m, d	m				d, m	SUBA: mito and plastid by MS data. PPDB: curated location mito
Cofactors	Folate biosynthesis	Glycine dehydrogenase (decarboxylating) of glycine decarboxylase complex (Glycine cleavage system P protein 2) (EC 1.4.4.2)		AT2G26080		m, d	m				d, m	SUBA: MS data mito and plastid. PPDB: curated data mito
Cofactors	Folate biosynthesis	Aminomethyltransferase of the Glycine decarboxylase complex (T-protein) (EC 2.1.2.10) 		AT1G11860		m, d	m				d, m	SUBA: mito and plastid by MS data; PPDB: mito and no plastid by inhouse data.  By logic ( only one T kind protein)and since SUBA are multiple independent dat, we will consider it  mito and plastid
Cofactors	Folate biosynthesis	Glycine cleavage system H protein 1 of glycine decarboxylase complex (EC 1.4.4.2) 		AT2G35370		m,d,n	m				d, m, n	SUBA: MS data for mito, plastid ; one for nucleus?
Cofactors	Folate biosynthesis	Glycine cleavage system H protein 1 of glycine decarboxylase complex (EC 1.8.1.4) 		AT2G35370		m,d,n	m				d, m, n	SUBA: MS data for mito, plastid ; one for nucleus?
Cofactors	Folate biosynthesis	Glycine cleavage system H protein 1 of glycine decarboxylase complex  (EC 2.1.2.10)		AT2G35370		m,d,n	m				d, m, n	SUBA: MS data for mito, plastid ; one for nucleus?
Cofactors	Folate-mediated one-carbon metabolism	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211, rxn24147	AT4G00600		d	d	c			d	SUBAcon: predicted plastidial; PPDB: targetP redicted plastidial
Cofactors	Folate-mediated one-carbon metabolism	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	rxn01211, rxn24147	AT4G00620		d	d	c			d	SUBA: plastidial by two MS independent studies. PPDB: plastidial curated and inhouse experiments.
Cofactors	Folate-mediated one-carbon metabolism	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	rxn00907	AT4G00600		d	d	c			d	SUBA: predicted plastid; PPDB: targetP predicted plastid. Predotar predicted plastid
Cofactors	Folate-mediated one-carbon metabolism	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	rxn00907	AT4G00620		d	d	c			d	SUBA: MS plastid; PPDB: plastid by in house experiments; 
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G32520		d	d	m			d	SUBA: plastidial both by MS and GFP data; PPDB: curated and targetP predicted plastidial;
Cofactors	Folate-mediated one-carbon metabolism	5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	rxn01653	AT5G13050		m, d	m	c	m		d, m	SUBA: one MS data locate it plastidial; PPDB: Curated data mito. Located by enzyme assays and immunoblot analyses predominantly if not exclusively in  mitochondria in pea and cauliflower [PMID:
    12207015] 
Cofactors	Folate-mediated one-carbon metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	rxn00693, rxn19900	AT5G20980		m, d	d		d		d, m	SUBA: MS data give mito and plastid; PPDB: curated plastid
Cofactors	Niacin, NAD and NADP biosynthesis	L-aspartate oxidase (EC 1.4.3.16)	rxn00338	AT5G14760		d	d	c			d	SUBA: GFP plastid; PPDB: proteome and GFP plastid
Cofactors	Niacin, NAD and NADP biosynthesis	NAD kinase (EC 2.7.1.23)	rxn00077	AT1G21640		d	d				d	SUBA: GFP and MS data plastid; PPDB: proteomes plastid stroma
Cofactors	Niacin, NAD and NADP biosynthesis	NUDIX hydrolase, NAD diphosphatase  (EC 3.6.1.22)	rxn00076	AT5G20070		d	d	c			d	SUBA: GFP plastid; MS data cytosol; TargetP predicted plastid.
Cofactors	Niacin, NAD and NADP biosynthesis	Quinolinate phosphoribosyltransferase [decarboxylating] (EC 2.4.2.19)	rxn02402	AT2G01350		d	d	c			d	SUBA: GFP and MS data plastid; PPDB: stroma proteomes.
Cofactors	Niacin, NAD and NADP biosynthesis	Quinolinate synthetase (EC 2.5.1.72)	rxn02988	AT5G50210		d	d	c			d	SUBA: GFP plastid; PPDB: plastid proteomes 
Cofactors	Pantothenate and CoA biosynthesis	Dephospho-CoA kinase (EC 2.7.1.24)	rxn00100	AT2G27490		x, d, v	x, c	c			c, d, x	SUBA: GFP peroxisome; MS: peroxisome, plastid, vacuole. PPDB: curated peroxisome; targetP predicted cytosolic; Signal-3L: no signal peptide.
Cofactors	Pantothenate and CoA biosynthesis	Branched-chain amino acid aminotransferase (EC 2.6.1.42)		AT5G65780		d, m	d				d, m	SUBA: GFP plastid; MS: mito and plastid; PPDB: curated location plastid.
Cofactors	Pantothenate and CoA biosynthesis	2-dehydropantoate 2-reductase (EC 1.1.1.169)		AT3G58610		d, m	d, m				d, m	Spinach IlvC has high NADPH-dependent KPRED activity in the presence of Mn2+ [PMID:7742305].  IlvC (At3g58610) is predominantly plastidial [PMID:2590180] [PMID:20423899], but has also been found in mitochondria [PMID:14671022]. A mitochondrially targeted form of IlvC is candidate but needs experimental confirmation. SUBA: MS mito and plastid. Enzyme with this specific activity yet to be determined.
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	Pyridoxal kinase (EC 2.7.1.35)	rxn00124, rxn01396, rxn01807	AT5G37850		c		c	c, d		c, d	SUBA: MS cytosolic; PPDB: TargetP plastidial but not-plastidial according to in house experiments, so results invalid.Alternative splicing in Arabidopsis [PMID:11910005] gives two mRNAs whose proteins  predicted  cytosolic and plastidial, respectively. EST evidence for angiosperms and Physcomitrella indicates that this is widespread.
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	rxn00208, rxn00209	AT5G49970		c	d				c, d	SUBA: GFP and MS  cytosolic. PPDB: proteome and GFP data plastidial.
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	Pyridoxal reductase (EC 1.1.1.65)	rxn01249	AT5G53580		d	d				d	SUBA: MS plastid; PPDB: plastid in house experiments.
Cofactors	Riboflavin, FMN and FAD biosynthesis	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	rxn05040	AT2G22450		d	d	c			d	SUBA: MS and GFP plastid; PPDB: curated location proteomes and in house experiments plastid, targetP cytoplasm
Cofactors	Riboflavin, FMN and FAD biosynthesis	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	rxn05040	AT5G59750		d	d	c			d	SUBA: MS plastid; PPDB: plastid by inhouse experiments and proteomes
Cofactors	Riboflavin, FMN and FAD biosynthesis	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12)	rxn05040	AT5G64300		d	d	c			d	SUBA: MS and GFP plastid; PPDB: plastid stroma supported by inhouse experiments
Cofactors	Riboflavin, FMN and FAD biosynthesis	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	rxn02474	AT3G47390		d	d	c			d	SUBAcon: plastid; PPDB: plastid stroma from proteome
Cofactors	Riboflavin, FMN and FAD biosynthesis	5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	rxn02474	AT4G20960		d	d	c			d	Reductase domain of At4g20960 INACTIVE [PMID:15208317].  SUBA: MS data plastid; PPDB: plastid by inhouse experiments and proteomes
Cofactors	Riboflavin, FMN and FAD biosynthesis	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	rxn03080	AT2G44050		d	d	c			d	SUBA: MS data plastid; PPDB: plastid inhouse esperiments and proteomes 
Cofactors	Riboflavin, FMN and FAD biosynthesis	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	rxn02475	AT3G47390		d	d	c			d	SUBAcon: plastid; PPDB: plastid stroma from proteome
Cofactors	Riboflavin, FMN and FAD biosynthesis	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26)	rxn02475	AT4G20960		d	d	c			d	SUBA: MS data plastid; PPDB: plastid by inhouse experiments and proteomes
Cofactors	Riboflavin, FMN and FAD biosynthesis	FAD pyrophosphatase (EC 3.6.1.18)	rxn00121	AT2G42070		d	d				d	SUBA: GFP plastid; PPDB: plastid [PMID:23198870]; [PMID:18815383].
Cofactors	Riboflavin, FMN and FAD biosynthesis	FMN adenylyltransferase (EC 2.7.7.2)	rxn00122	AT5G08340		c	d				d	SUBAcon: predicted cytosol; PPDB: plastid proteome [PMID: 23198870] and plastid by GFP [PMID: 18713732].
Cofactors	Riboflavin, FMN and FAD biosynthesis	FMN adenylyltransferase (EC 2.7.7.2)	rxn00122	AT5G23330		m	d				d	SUBAcon: predicted mito; PPDB: plastid proteome [PMID: 23198870] and GFP [PMID: 18713732].
Cofactors	Riboflavin, FMN and FAD biosynthesis	FMN hydrolase, high substrate specificity (EC 3.1.3.-)	rxn00391	AT1G79790		d	d	c			d	SUBA: MS and GFP plastid; PPDB: plastid in house experiments
