Class	Subsystem	Role	Reactions	Genes	AraCyc Cmpts	SUBA Cmpts	PPDB Cmpts	AraGEM Cmpts	Lit. Cmpts	Reference	Consensus location	Notes	
Cofactors	Folate biosynthesis	Dihydropteroate synthase (EC 2.5.1.15)	rxn02201	AT1G69190	c	c	c	c			c	"SUBA: second isozyme is cytosolic determined by GFP method [PMID:17289662]. PPDB: cytosolic predicted by targetP; This second isozyme has not been found in some other plants, so should be removed from generic model. The At1g69190 protein is expressed only in seeds [PMID:17289662]. This protein has HPPK and DHPS activities in vitro [PMID:17289662] but appears to have no in vivo role in folate metabolism [PMID:21996493]. It may not occur in other plants.Moreover, placing HPPK/DHPS in cytoplasm in model creates need to put transporter of their product into mitochondria to keep flow in model. "	
Cofactors	Folate biosynthesis	Folylpolyglutamate synthase (EC 6.3.2.17)	"rxn00689, rxn06627, rxn27860, rxn27861"	AT3G55630	c	c	c		c		c	"SUBA: SUBAcon cytosol; PPDB: cytosol GPF data [PMID:
  11752472] and MS [PMID:
    21166475)"	
Cofactors	Folate biosynthesis	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	"rxn00690, rxn24148"	AT1G50480		c	c	c			c	SUBA: plasma membrane determined by MS on 4 independent studies but TMHMM results does not consider it inside membrane and  plastid in 2 independent studies.PPDB: cytosolic predicted by targetP and marked as not plastidial supported by in house experiments.	
Cofactors	Folate biosynthesis	GTP cyclohydrolase I (EC 3.5.4.16) type 1	rxn00299	AT3G07270		c	c				c	"SUBA Bayes predictor: cytosol; PPDB result: TargetP predicted cytosol . Note location chlorplast stroma  unreliable (only reported in one of the multiple chloroplast proteomes, so could be contamination). Consensus cytosolic location.[PMID:23898032]"	
Cofactors	Folate biosynthesis	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	"rxn01211, rxn24147"	AT3G12290		c	c	c			c	"SUBA: plasma membrane given by 2 independent studies. Small portion of structure is inside membrane judged by TMHMM results; Probably also plastidial [PMID:
    24846764] although PPDB inhouse experiments point it is not plastidial."	
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT1G22020		c	c	m			c	SUBAcon: cytosol predicited; PPDB: targetP cytosol predicted. No signal peptide according to signal 3L; predotar predicts elsewhere (not chloroplast or mito) Whre does AraGEM get data to say it is mitochondrial?	
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT1G36370		c		m			c	SUBAcon mitochondrial prediction;  SUBA: MS data puts it in cytoskeleton; PPDB: targetP predicts chloroplast location.No signal peptide according to signal 3L; predotar predicts elsewhere (not chloroplast or mito) .	
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G13890		c	c	m			c	SUBAcon cytosol; PPDB: targetP prediciton cytosolic; No signal peptide according to signal 3L	
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G13930		c	c	m			c	SUBA: MS data plasma membrane location; TMHMM clasidfies it as no membrane protein. PPDB: targetP predicition cytosolic and no plastid according to inhouse experiments;	
Cofactors	Folate biosynthesis	UDP-glucose:p-aminobenzoate glucosyltransferase	rxn24131	AT1G05560		c			c		c	"Cytosolic determined by GFP [PMID:
  11283335] cytosolic (experimental evidence in pea leaves [PMID:12668665])  UGT1 could  be a callose synthase subunit which uses UDP-glucose for callose, a 1,3-beta-glucan synthesis. [PMID:
    11283335] AT1G05560 catalyzes PABA-glucose ester formation in vitro and in vivo. Responsible for pABA-Glc formation in  leaves, flowers, and siliques of ArabidopsisAt1g05560 knockout plants have a 95% reduction in p-aminobenzoate glucosyltransferase ativity [PMID:18385129]."	
Cofactors	Folate biosynthesis	UDP-glucose:p-aminobenzoate glucosyltransferase	rxn24131	AT2G43820		c	c				c	"SUBAcon: plasma membrane predicition, but THMM does not report membrane protein structure PPDB: targetP cytosolic predicition. Salicylic acid glucosyltransferase, [PMID:19669626] . Moderate p-aminobenzoate glucosyltransferase activity shown by recombinant  At2g43820 [PMID:18385129].  "	
Cofactors	Folate biosynthesis	UDP-glucose:p-aminobenzoate glucosyltransferase	rxn24131	AT2G43840		c	c				c	SUBAcon: plasma membranePbut TMHMM reveals no-membrane structure. PDB: cytosolic predicition targetP; Moderate p-aminobenzoate glucosyltransferase activity shown by recombinant At2g43840[PMID:18385129].  	
Cofactors	Folate biosynthesis	Dihydrofolate reductase/thymidilate synthase (EC 2.1.1.45)		AT2G21550		c	c				c	SUBAcon: predicted cytosolic; PPDB: targetP predicted cytosolic	
Cofactors	Folate biosynthesis	Dihydrofolate reductase/thymidilate synthase (EC 2.1.1.45)		AT2G16370		c	c				c	SUBA: MS data puts it in cytosol; PPDB: targrtP predicition cytosolic	
Cofactors	Folate biosynthesis	Methylenetetrahydrofolate reductase (EC 1.5.1.20)		AT3G59970		c	c				c	"SUBA: plasma membrane by MS [PMID:
    22215637] but not membrane protein according to TMHMM; PPDB: not plastid according to inhouse experiments and cytosolic according to predicition targetP"	
Cofactors	Folate biosynthesis	Methylenetetrahydrofolate reductase (EC 1.5.1.20)		AT2G44160		c	c				c	SUBA: MS cytosolic and plasma mmebrane; but TMHMM clasifies it as not membrane protein; PPDB: not plastid according to in house experiments; targetP predicts cytosolic	
Cofactors	Folate biosynthesis	Methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase (EC 1.5.1.5)		AT3G12290		c	c				c	"SUBA: MS cytosolic and plasma membrane;PPDB not plastid, in house experiments; predicted cytosolic TargetP"	
Cofactors	Folate biosynthesis	Dihydroneopterin monophosphate phosphatase	rxn03168								c	Enzyme predicited to be cytosolic because preceding and succceeding steps are cytosolic. Dihydroneopterin monophosphate is thought to be hydrolyzed by nonspecific phosphatase activity in E. coli [PMID:4362677]. The enzyme responsible in plants has not been identified. Gap filling required with phosphatase.	
Cofactors	Folate biosynthesis	p-Aminobenzoate glucose ester hydrolase									c	This reaction was found to be primarily cytosolic [12668665]	
Cofactors	Folate biosynthesis	Folylpolyglutamate synthase (EC 6.3.2.17)	"rxn00689, rxn06627, rxn27860, rxn27861"	AT5G05980	d	"c, d"	d		"c,d"		"c, d"	"GFP shown to be in both chloroplast and cytosolic strands  in Nicotiana [PMID:
  21502816]"	
Cofactors	Folate biosynthesis	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G37930		"c, m, d"	m	m			"c, d, m"	"SUBA: GFP cytosol and mito; MS data plasma membrane; mito and plastid; PPDB: mito; According to signal_#L peptide does not have signal, so analyzing the other data probably is in several locations"	
Cofactors	Folate-mediated one-carbon metabolism	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"	rxn04954	AT2G44160		c	c				c	SUBA: MS cytosolic and plasma mmebrane; but TMHMM clasifies it as not membrane protein; PPDB: not plastid according to in house experiments; targetP predicts cytosolic	
Cofactors	Folate-mediated one-carbon metabolism	"5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)"	rxn04954	AT3G59970		c	c				c	"SUBA: plasma membrane by MS [PMID:
    22215637] but not membrane protein according to TMHMM; PPDB: not plastid according to inhouse experiments and cytosolic according to predicition targetP"	
Cofactors	Folate-mediated one-carbon metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	"rxn00693, rxn19900"	AT3G03780		"c, d"	c		c		c	"SUBA: GFP cytosol; MS cytosol and plastid; PPDB : targetP cytosol; Curated location cytosol [PMID:15024005]. Probably some plastid (experimental results). Predotar: elsewhere; WolfPsort: cyto: 7, chlo: 4, mito: 2; No signal peptide"	
Cofactors	Folate-mediated one-carbon metabolism	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G16370		c	c				c	SUBA: MS data puts it in cytosol; PPDB: targrtP predicition cytosolic	
Cofactors	Folate-mediated one-carbon metabolism	Dihydrofolate reductase (EC 1.5.1.3)	rxn00686	AT2G21550		c	c				c	SUBAcon : predicted cytosolic; PPDB: predicted cytosolic by targetP; Remember this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Cofactors	Folate-mediated one-carbon metabolism	Formate--tetrahydrofolate ligase (EC 6.3.4.3)	"rxn00690, rxn24148"	AT1G50480		c	c	c			c	SUBA: plasma membrane determined by MS on 4 independent studies but TMHMM results does not consider it inside membrane and  plastid in 2 independent studies.PPDB: cytosolic predicted by targetP and marked as not plastidial supported by in house experiments.	
Cofactors	Folate-mediated one-carbon metabolism	Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)	"rxn01211, rxn24147"	AT3G12290		c	c	c			c	"SUBA: plasma membrane given by 2 independent studies. Small portion of structure is inside membrane judged by TMHMM results; Probably also plastidial [PMID:
    24846764] although PPDB inhouse experiments point it is not plastidial."	
Cofactors	Folate-mediated one-carbon metabolism	Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)	rxn00907	AT3G12290		c	c	c			c	"SUBA: MS cytosolic and plasma membrane;PPDB not plastid, in house experiments; predicted cytosolic TargetP"	
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT1G22020		c	c	m			c	SUBAcon: cytosol predicited; PPDB: targetP cytosol predicted. No signal peptide according to signal 3L; predotar predicts elsewhere (not chloroplast or mito) Whre does AraGEM get data to say it is mitochondrial?	
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT1G36370		c		m			c	SUBAcon mitochondrial prediction;  SUBA: MS data puts it in cytoskeleton; PPDB: targetP predicts chloroplast location.No signal peptide according to signal 3L; predotar predicts elsewhere (not chloroplast or mito) .	
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G13890		c	c	m			c	SUBAcon cytosol; PPDB: targetP prediciton cytosolic; No signal peptide according to signal 3L	
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G13930		c	c	m			c	SUBA: MS data plasma membrane location; TMHMM clasidfies it as no membrane protein. PPDB: targetP predicition cytosolic and no plastid according to inhouse experiments;	
Cofactors	Folate-mediated one-carbon metabolism	Thymidylate synthase (EC 2.1.1.45)	rxn01520	AT2G16370		c	c	c			c	SUBA: MS data puts it in cytosol; PPDB: targrtP predicition cytosolic	
Cofactors	Folate-mediated one-carbon metabolism	Thymidylate synthase (EC 2.1.1.45)	rxn01520	AT2G21550		c	c	c			c	SUBAcon : predicted cytosolic; PPDB: predicted cytosolic by targetP; Remember this is bifunctional protein with thymidilate synthase activity which could be needed in cytoplasm.	
Cofactors	Folate-mediated one-carbon metabolism	Serine hydroxymethyltransferase (EC 2.1.2.1)	rxn19870	AT4G37930		"c, m, d"	m	m			"c, d, m"	"SUBA: GFP cytosol and mito; MS data plasma membrane; mito and plastid; PPDB: mito; According to signal_#L peptide does not have signal, so analyzing the other data probably is in several locations"	
Cofactors	Folate-mediated one-carbon metabolism	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	"rxn00693, rxn19900"	AT5G17920		"c, d, x"	"c, d"		c		"c, x"	"SUBA: GFP and MS cytosol and peroxisome; MS: also plastid; PPDB: targetP and curated location cytosol; some experiments plastid. Predotar: mainly elsewhere; WolfPsort : cyto: 5, mito: 4, chlo: 3, nucl: 1; No signal peptide"	
Cofactors	"Niacin, NAD and NADP biosynthesis"	Glutamine amidotransferase chain of NAD synthetase(EC 6.3.5.1)	rxn00189	AT1G55090		c	c				c	SUBA: MS cytosol; PPDB: cytosol proteomes. TargetP cytosol predicted.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	NAD kinase (EC 2.7.1.23)	rxn00077	AT3G21070		c	c				c	SUBA: GFP cytosol; PPDB: GFP cytosol 	
Cofactors	"Niacin, NAD and NADP biosynthesis"	NAD synthase (glutamine-hydrolyzing) (EC 6.3.5.1)	rxn00138	AT1G55090		c	c				c	SUBA: MS data cytosol; PPDB: proteomes cytosol	
Cofactors	"Niacin, NAD and NADP biosynthesis"	NADH kinase (EC 2.7.1.86)	rxn00078	AT3G21070		c	c				c	Should be removed because NAD but not NADH phosphorylation activity was shown by recombinant Arabidopsis NADK1  [PMID:15247403]. SUBA: GFP cytosol; PPDB: GFP cytosol 	
Cofactors	"Niacin, NAD and NADP biosynthesis"	NADH pyrophosphatase (EC 3.6.1.22)	rxn00076	AT1G18300		c	c	c			c	NUDIX 4 has not been shown to have such specific enzymatic activity and should be removed from table. [PMID:15878881] SUBAcon; cytosol; TargetP secreted. No signal peptide (Signal-3L).	
Cofactors	"Niacin, NAD and NADP biosynthesis"	ADP-ribose diphosphatase (EC 3.6.1.13) 	rxn00076	AT4G25434		c	c	c			c	SUBAcon: cytosol; PPDB: targetP predicted cytosol. Signal-3L: no signal peptide.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"NUDIX hydrolase, NAD diphosphatase (EC 3.6.1.22)"	rxn00076	AT2G04450		c	c	c			c	SUBAcon: cytosol; TargetP predicted: cytosol.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"NUDIX hydrolase, NAD diphosphatase (EC 3.6.1.22)"	rxn00076	AT4G12720		c	c	c			c	SUBA:MS cytosol; PPDB cytosol proteomes and targetP predicted. 	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"NUDIX hydrolase, NAD diphosphatase (EC 3.6.1.22)"	rxn00076	AT5G47650		c	c	c			c	SUBAcon: cytosol;PPDB: TargetP predicted cytosol.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamidase (EC 3.5.1.19) of PncA family, nonfunctional"	rxn00938	AT3G16190		x	c				c	SUBAcon: peroxisome; TargetP cytoplasm; Non-functional nicotinamidase so should be removed from table	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family"	rxn00938	AT2G22570		c	c				c	SUBAcon: cytosol; PPDB: targetP predicted cytosol	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family"	rxn00938	AT5G23220		c					c	SUBAcon:cytosol; PPDB: targetP predicted plastid but there is no signal peptide according to signal-3Land predotar predicts no plastid.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamidase (EC 3.5.1.19), plant/cyanobacterial family"	rxn00938	AT5G23230		x	c				c	SUBAcon: peroxisome; PPDB: targetP predicts cytoplasm.Signal-3L no signal peptide.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	"rxn01265, rxn24928"	AT2G23420		c	c				c	SUBAcon;cytosol; PPDB TargetP predicted cytosol	
Cofactors	"Niacin, NAD and NADP biosynthesis"	Nicotinate phosphoribosyltransferase (EC 2.4.2.11)	"rxn01265, rxn24928"	AT4G36940		c	c				c	SUBAcon: cytosol; PPDB targetP predicted: cytosol.	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinamide-nucleotide adenylyltransferase (EC 2.7.7.1), eukaryotic PNAT family"	"rxn00105, rxn02155"	AT5G55810		c	c		m		"c, m"	SUBAcon: cytosol; PPDB: targetP predicted cytosol; dual targeting: cytosolic (bioinformatic evidence in Arabidopsis) and mitochondrial (experimental evidence in Helianthus tuberosus [PMID:21598001]).	
Cofactors	"Niacin, NAD and NADP biosynthesis"	"Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18), eukaryotic PNAT family"	rxn02155	AT5G55810		c	c		m		"c, m"	SUBAcon: cytosol; PPDB: targetP predicted cytosol; dual targeting: cytosolic (bioinformatic evidence in Arabidopsis) and mitochondrial (experimental evidence in Helianthus tuberosus [PMID:21598001]).	
Cofactors	Pantothenate and CoA biosynthesis	Pantoate--beta-alanine ligase (EC 6.3.2.1)	rxn01791	AT5G48840		c	c	c			c	SUBA: GFP cytosol; PPDB: predicted target P cytosol.	
Cofactors	Pantothenate and CoA biosynthesis	"Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)"	rxn12510	AT1G60440			c		c		c	"SUBA: no conclusive data; PPDB: predicted cytosolic targetP; Lit. compts: cytosol [Webb and Smith, 2011. Adv. Botan. Res. 58, 203-55]; PANK activity in vitro [PMID:12860978]"	
Cofactors	Pantothenate and CoA biosynthesis	"Pantothenate kinase type II, eukaryotic (EC 2.7.1.33)"	rxn12510	AT4G32180		c	c				c	SUBA: MS data cytosolic; PPDB: proteomics cytosol; TargetP predicted cytosolic	
Cofactors	Pantothenate and CoA biosynthesis	"Phosphopantetheine adenylyltransferase, type II eukaryotic (EC 2.7.7.3)"	rxn02175	AT2G18250		c	c				c	SUBA: MS cytosolic; PPDB: proteome cytosolic; TargetP predicted cytosolic.	
Cofactors	Pantothenate and CoA biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	rxn02341	AT1G48605		c	c	c			c	SUBAcon:cytosol; PPDB: targetP predicted cytosol; Signal-3L: no signal peptide 	
Cofactors	Pantothenate and CoA biosynthesis	Phosphopantothenoylcysteine decarboxylase (EC 4.1.1.36)	rxn02341	AT3G18030		c	c	c			c	SUBA: MS cytosol; PPDB: proteomics cytosolic; TargetP predicted cytoplasm	
Cofactors	Pantothenate and CoA biosynthesis	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	rxn09177	AT1G12350							c	SUBA: undetermined; PPDB targetP predicited plastid; Location inferred to be cytosolic from two data: The enzyme lacks signal peptide (Signal-3L) and the fact of the cytosolic location of the two enzymes before and two enzymes after its place in the CoA synthesis pathway.	
Cofactors	Pantothenate and CoA biosynthesis	Phosphopantothenoylcysteine synthetase (EC 6.3.2.5)	rxn09177	AT5G02080		c	c				c	SUBAcon: cytosol; PPDB: targetP: cytosol predicted. Signal-3L: no signal peptide.	
Cofactors	Pantothenate and CoA biosynthesis	Dephospho-CoA kinase (EC 2.7.1.24)	rxn00100	AT2G27490		"x, d, v"	"x, c"	c			"c, d, x"	"SUBA: GFP peroxisome; MS: peroxisome, plastid, vacuole. PPDB: curated peroxisome; targetP predicted cytosolic; Signal-3L: no signal peptide."	
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	"Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)"	rxn21635	AT2G38230		c	c				c	SUBA: GFP and MS cytosolic. PPDB: curated location cytosolic.	
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	Pyridoxal kinase (EC 2.7.1.35)	"rxn00124, rxn01396, rxn01807"	AT5G37850		c		c	"c, d"		"c, d"	"SUBA: MS cytosolic; PPDB: TargetP plastidial but not-plastidial according to in house experiments, so results invalid.Alternative splicing in Arabidopsis [PMID:11910005] gives two mRNAs whose proteins  predicted  cytosolic and plastidial, respectively. EST evidence for angiosperms and Physcomitrella indicates that this is widespread."	
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	Pyridoxamine 5'-phosphate oxidase (EC 1.4.3.5)	"rxn00208, rxn00209"	AT5G49970		c	d				"c, d"	SUBA: GFP and MS  cytosolic. PPDB: proteome and GFP data plastidial.	
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	"Pyridoxine biosynthesis glutamine amidotransferase, glutaminase subunit (EC 2.4.2.-)"	rxn21635	AT5G60540		"c, n"	c		"n, c"		"c, n"	"Experimentally : GFP periphery of cells associated with plasma membrane  and nuclei. [PMID:
17344055]TMHMM result: not a membrane protein, thus not in plasma membrane but cytosol side by membrane."	
Cofactors	Pyridoxine (vitamin_B6) biosynthesis	"Pyridoxine biosynthesis glutamine amidotransferase, synthase subunit (EC 2.4.2.-)"	rxn21635	AT5G01410		"c, d, n"	c		"n, c"		"c, n"	"SUBA: GFP : nucleous, cytosolic and plasma membrane. MS: cytosol and vacuole. TMHMM result: not a membrane protein, thus not in plasma membrane but cytosol side by membrane."	
Cofactors	"Riboflavin, FMN and FAD biosynthesis"	"FMN adenylyltransferase, type 2 eukaryotic (EC 2.7.7.2)"	rxn00122	AT5G03430		c	c				c	SUBAcon: cytosol; PPDB: targetP predicted cytosolic	
Cofactors	"Riboflavin, FMN and FAD biosynthesis"	Riboflavin kinase (EC 2.7.1.26)	rxn00392	AT4G21470		c	c	c			c	"SUBAcon: cytosol; PPDB: targetP cytosol predicted, cytosol proteome. RK activity was demonstrated in spinach cytosol, [PMID:4317626]."	
Cofactors	Thiamin biosynthesis	Hydroxyethylthiazole kinase (EC 2.7.1.50)	rxn03075	AT3G24030		x	c	c			c	"SUBAcon: peroxisome; PPDB: targetP predicted cytosolic. Predotar and Wolfsport cytosolic. This is a branch enzyme and if added, we would need to add a hydroxyethylthiazole phosphate transporter."	
Cofactors	Thiamin biosynthesis	Thiamin pyrophosphokinase (EC 2.7.6.2)	rxn00440	AT1G02880	c	c	c	c			c	SUBAcon: cytosol ; PPDB: targetP cytosolic	
Cofactors	Thiamin biosynthesis	Thiamin pyrophosphokinase (EC 2.7.6.2)	rxn00440	AT2G44750	c	c	c	c			c	SUBAcon: plasma membrane; PPDB: targetP secreted.TMHMM clasifies it out of membrane.Wolfpsort and Predotar predict cytosolic.	
Cofactors	Thiamin biosynthesis	Thiamin-monophosphate phosphatase (EC 3.1.3.-)		AT4G29530		c	c				c	SUBAcon: cytosol; TargetP cytoplasm; AT4G29530 has been shown to have this activity [PMID:26537753].	
