OG0006824	Athaliana_TAIR10||AT1G63970.1	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC 4.6.1.12) # plastid
OG0000409	Athaliana_TAIR10||AT4G33840.1	Uncurated
OG0000409	Athaliana_TAIR10||AT2G14690.1	Uncurated
OG0000409	Athaliana_TAIR10||AT4G08160.1	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)
OG0000409	Athaliana_TAIR10||AT1G10050.1	Endo-1,4-beta-xylanase A precursor (EC 3.2.1.8)
OG0000409	Athaliana_TAIR10||AT4G33860.1	Uncurated
OG0003422	Athaliana_TAIR10||AT5G49460.1	ATP-citrate (pro-S-)-lyase, subunit 2 (EC 2.3.3.8) # cytosol
OG0003422	Athaliana_TAIR10||AT3G06650.1	ATP-citrate (pro-S-)-lyase, subunit 2 (EC 2.3.3.8) # cytosol
OG0000049	Athaliana_TAIR10||AT3G20960.1	Uncurated
OG0000049	Athaliana_TAIR10||AT2G27010.1	Uncurated
OG0000049	Athaliana_TAIR10||AT4G15380.1	Uncurated
OG0000049	Athaliana_TAIR10||AT2G14100.1	Uncurated
OG0000049	Athaliana_TAIR10||AT4G15350.1	Uncurated
OG0000049	Athaliana_TAIR10||AT1G50520.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20120.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20130.1	Uncurated
OG0000049	Athaliana_TAIR10||AT4G15330.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20080.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G32047.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20100.1	Uncurated
OG0000049	Athaliana_TAIR10||AT5G47990.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20090.1	Uncurated
OG0000049	Athaliana_TAIR10||AT2G42250.1	Uncurated
OG0000049	Athaliana_TAIR10||AT2G27000.1	Uncurated
OG0000049	Athaliana_TAIR10||AT5G07990.1	Flavonoid 3'-monooxygenase (EC 1.14.13.21)
OG0000049	Athaliana_TAIR10||AT1G50560.1	Uncurated
OG0000049	Athaliana_TAIR10||AT5G06905.1	Uncurated
OG0000049	Athaliana_TAIR10||AT1G28430.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20950.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20940.1	Uncurated
OG0000049	Athaliana_TAIR10||AT5G06900.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20140.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20110.1	Uncurated
OG0000049	Athaliana_TAIR10||AT3G20935.1	Uncurated
OG0000049	Athaliana_TAIR10||AT5G42580.1	Uncurated
OG0000049	Athaliana_TAIR10||AT2G05180.1	Uncurated
OG0000049	Athaliana_TAIR10||AT4G15360.1	Uncurated
OG0001082	Athaliana_TAIR10||AT5G15490.1	UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0001082	Athaliana_TAIR10||AT3G29360.1	UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0001082	Athaliana_TAIR10||AT1G26570.1	UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0001082	Athaliana_TAIR10||AT3G01010.1	Uncurated
OG0001082	Athaliana_TAIR10||AT5G39320.1	UDP-glucose dehydrogenase (EC 1.1.1.22)
OG0002904	Athaliana_TAIR10||AT3G48560.1	Acetolactate synthase large subunit (EC 2.2.1.6) # plastid
OG0001467	Athaliana_TAIR10||AT2G22450.1	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25) # plastid
OG0001467	Athaliana_TAIR10||AT5G59750.2	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25) # plastid
OG0001467	Athaliana_TAIR10||AT5G64300.1	3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25) # plastid
OG0006106	Athaliana_TAIR10||AT1G08490.1	Cysteine desulfurase (EC 2.8.1.7), SufS subfamily # plastid
OG0005168	Athaliana_TAIR10||AT4G24160.1	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)
OG0003885	Athaliana_TAIR10||AT2G22230.1	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59) # plastid
OG0003885	Athaliana_TAIR10||AT5G10160.1	3-hydroxyacyl-[acyl-carrier-protein] dehydratase, FabZ form (EC 4.2.1.59) # plastid
OG0001358	Athaliana_TAIR10||AT1G17290.1	Alanine transaminase (EC 2.6.1.2) # cytosol # plastid # mitochondria
OG0001358	Athaliana_TAIR10||AT1G23310.1	Alanine transaminase (EC 2.6.1.2) / Glutamate-glyoxylate aminotransferase (EC 2.6.1.4) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44) # plastid # peroxisome
OG0001358	Athaliana_TAIR10||AT1G72330.3	Alanine transaminase (EC 2.6.1.2) # mitochondria
OG0001358	Athaliana_TAIR10||AT1G70580.1	Alanine transaminase (EC 2.6.1.2) / Glutamate-glyoxylate aminotransferase (EC 2.6.1.4) / L-alanine:glyoxylate aminotransferase (EC 2.6.1.44) # plastid # peroxisome
OG0001608	Athaliana_TAIR10||AT3G29320.1	1,4-alpha-glucan phosphorylase (EC 2.4.1.1) # plastid
OG0001608	Athaliana_TAIR10||AT3G46970.1	1,4-alpha-glucan phosphorylase (EC 2.4.1.1) # cytosol
OG0004054	Athaliana_TAIR10||ATCG00520.1	photosystem I assembly related protein Ycf4 # plastid
OG0007221	Athaliana_TAIR10||AT4G25080.1	Mg-protoporphyrin O-methyltransferase (EC 2.1.1.11) # plastid
OG0001241	Athaliana_TAIR10||AT3G12120.1	Omega-6 fatty acid desaturase (EC 1.14.19.-) / Omega-6 oleate desaturase (EC 1.14.19.-) # endoplasm
OG0000268	Athaliana_TAIR10||AT1G01460.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT1G77740.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT4G01190.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT1G60890.2	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT3G07960.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68) # cellwall
OG0000268	Athaliana_TAIR10||AT1G10900.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT1G21980.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT2G41210.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT2G26420.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000268	Athaliana_TAIR10||AT3G56960.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68) # cellwall
OG0000268	Athaliana_TAIR10||AT3G09920.1	Phophatidylinositol-4-phosphate 5-kinase (EC 2.7.1.68)
OG0000507	Athaliana_TAIR10||AT1G06520.1	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15) # mitochondria # endoplasm
OG0000507	Athaliana_TAIR10||AT2G38110.1	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)
OG0000507	Athaliana_TAIR10||AT5G06090.1	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)
OG0000507	Athaliana_TAIR10||AT3G11430.1	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)
OG0000507	Athaliana_TAIR10||AT1G01610.1	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)
OG0000507	Athaliana_TAIR10||AT4G00400.1	Glycerol-3-phosphate 2-O-acyltransferase (EC 2.3.1.198)
OG0000507	Athaliana_TAIR10||AT3G11325.1	Uncurated
OG0006008	Athaliana_TAIR10||AT5G63890.2	Histidinol dehydrogenase (EC 1.1.1.23) # plastid
OG0002450	Athaliana_TAIR10||AT5G65690.1	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49) # cytosol
OG0002450	Athaliana_TAIR10||AT4G37870.1	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49) # cytosol # nucleus
OG0003306	Athaliana_TAIR10||ATCG00360.1	photosystem I assembly related protein Ycf3 # plastid
OG0002305	Athaliana_TAIR10||AT5G35360.3	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14) # plastid
OG0002305	Athaliana_TAIR10||AT1G03090.2	Uncurated
OG0004798	Athaliana_TAIR10||AT2G18250.1	Phosphopantetheine adenylyltransferase, type II eukaryotic (EC 2.7.7.3)
OG0003759	Athaliana_TAIR10||AT5G66760.1	Succinate dehydrogenase (ubiquinone) flavoprotein subunit SDH1/SDHA (EC 1.3.5.1) # mitochondria
OG0003759	Athaliana_TAIR10||AT2G18450.1	Succinate dehydrogenase (ubiquinone) flavoprotein subunit SDH1/SDHA (EC 1.3.5.1) # mitochondria
OG0001487	Athaliana_TAIR10||AT4G30540.1	Uncurated
OG0001487	Athaliana_TAIR10||AT4G30550.1	Uncurated
OG0001487	Athaliana_TAIR10||AT4G30530.1	Gamma-glutamyl peptidase in glucosinolates biosynthesis
OG0001487	Athaliana_TAIR10||AT2G23960.1	Uncurated
OG0001487	Athaliana_TAIR10||AT2G23970.1	Uncurated
OG0008927	Athaliana_TAIR10||AT3G20480.1	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130)
OG0002483	Athaliana_TAIR10||AT5G18870.1	Uncurated
OG0002483	Athaliana_TAIR10||AT5G18890.1	Uncurated
OG0002483	Athaliana_TAIR10||AT5G18860.1	Adenosine nucleosidase (EC 3.2.2.7)
OG0005238	Athaliana_TAIR10||AT2G30920.1	3,4-dihydroxy-5-polyprenylbenzoate methyltransferase (EC 2.1.1.114) / 3-demethylubiquinol 3-O-methyltransferase (EC 2.1.1.64)
OG0005294	Athaliana_TAIR10||AT5G08530.1	NADH dehydrogenase [ubiquinone] flavoprotein 1 (EC 1.6.5.3) (EC 1.6.99.3) # mitointer
OG0003522	Athaliana_TAIR10||AT5G43910.2	Ribokinase (EC 2.7.1.12) # cytosol
OG0003522	Athaliana_TAIR10||AT4G28706.4	Uncurated
OG0003733	Athaliana_TAIR10||AT4G13430.1	3-isopropylmalate dehydratase large subunit (EC 4.2.1.33) / Methylthioalkylmalate isomerase large subunit (EC 5.4.4.-) # plastid
OG0007372	Athaliana_TAIR10||AT2G26540.1	Uroporphyrinogen-III synthase (EC 4.2.1.75) # plastid
OG0005159	Athaliana_TAIR10||AT3G57560.1	Acetylglutamate kinase (EC 2.7.2.8) # plastid
OG0000674	Athaliana_TAIR10||AT2G44890.1	Uncurated
OG0000674	Athaliana_TAIR10||AT1G69500.1	Long-chain fatty acid omega-hydroxylase of sporopollenin biosynthesis (EC 1.14.13.-)
OG0000674	Athaliana_TAIR10||AT2G45510.1	Uncurated
OG0002762	Athaliana_TAIR10||AT2G38740.1	Sugar-terminal-phosphatase (EC 3.1.3.9/ EC 3.1.3.58) # cytosol
OG0005977	Athaliana_TAIR10||AT3G23940.1	Dihydroxy-acid dehydratase (EC 4.2.1.9) # plastid
OG0002677	Athaliana_TAIR10||AT4G17190.1	Farnesyl-diphosphate synthase (EC 2.5.1.10) / Geranyl-diphosphate synthase (EC 2.5.1.1)
OG0002677	Athaliana_TAIR10||AT5G47770.1	Farnesyl-diphosphate synthase (EC 2.5.1.10) / Geranyl-diphosphate synthase (EC 2.5.1.1)
OG0005300	Athaliana_TAIR10||AT5G65720.1	Cysteine desulfurase (EC 2.8.1.7), IscS subfamily # cytosol # mitochondria
OG0001224	Athaliana_TAIR10||AT5G24400.1	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type # plastid
OG0001224	Athaliana_TAIR10||AT5G24410.1	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type # cytosol
OG0001224	Athaliana_TAIR10||AT5G24420.1	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type # cytosol
OG0001224	Athaliana_TAIR10||AT1G13700.1	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type # cytosol
OG0001224	Athaliana_TAIR10||AT3G49360.1	6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type # cytosol
OG0007340	Athaliana_TAIR10||AT5G03770.1	Lipid IVA 3-deoxy-D-manno-octulosonic acid transferase (EC 2.4.99.12) [often with (EC 2.4.99.13) also] # mitochondria
OG0004850	Athaliana_TAIR10||AT3G01910.1	Sulfite oxidase (EC 1.8.3.1) # peroxisome
OG0001298	Athaliana_TAIR10||ATCG00120.1	Plastidial ATP synthase alpha chain (EC 3.6.3.14) # plastid
OG0001298	Athaliana_TAIR10||AT2G07698.1	ATP synthase alpha chain (EC 3.6.3.14) # mitointer
OG0001298	Athaliana_TAIR10||ATMG01190.1	ATP synthase alpha chain (EC 3.6.3.14) # mitointer
OG0003148	Athaliana_TAIR10||AT5G13280.1	Aspartokinase (EC 2.7.2.4) # plastid
OG0003148	Athaliana_TAIR10||AT5G14060.1	Aspartokinase (EC 2.7.2.4) # plastid
OG0003148	Athaliana_TAIR10||AT3G02020.1	Aspartokinase (EC 2.7.2.4) # plastid
OG0006777	Athaliana_TAIR10||AT2G41680.1	Thioredoxin reductase (EC 1.8.1.9) # plastid
OG0000881	Athaliana_TAIR10||AT1G62800.2	Aspartate aminotransferase (EC 2.6.1.1) # cytosol
OG0000881	Athaliana_TAIR10||AT5G19550.1	Aspartate aminotransferase (EC 2.6.1.1) # cytosol
OG0000881	Athaliana_TAIR10||AT5G11520.1	Aspartate aminotransferase (EC 2.6.1.1) # plastid # peroxisome
OG0000881	Athaliana_TAIR10||AT4G31990.3	Aspartate aminotransferase (EC 2.6.1.1) # plastid
OG0000881	Athaliana_TAIR10||AT2G30970.1	Aspartate aminotransferase (EC 2.6.1.1) # mitochondria
OG0000915	Athaliana_TAIR10||AT3G61130.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43) # golgi
OG0000915	Athaliana_TAIR10||AT4G38270.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)
OG0000915	Athaliana_TAIR10||AT2G46480.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)
OG0000915	Athaliana_TAIR10||AT5G47780.1	Polygalacturonate 4-alpha-galacturonosyltransferase (EC 2.4.1.43)
OG0000195	Athaliana_TAIR10||AT2G25160.1	Uncurated
OG0000195	Athaliana_TAIR10||AT4G31940.1	Uncurated
OG0000195	Athaliana_TAIR10||AT4G31970.1	Uncurated
OG0000195	Athaliana_TAIR10||AT4G31950.1	Uncurated
OG0000195	Athaliana_TAIR10||AT3G25180.1	Flavanone-3-hydroxylase (EC 1.14.13.21)
OG0003672	Athaliana_TAIR10||AT5G26710.1	Glutamyl-tRNA synthetase (EC 6.1.1.17)
OG0004709	Athaliana_TAIR10||ATCG00070.1	Photosystem II protein PsbK # plastid
OG0003017	Athaliana_TAIR10||AT5G16290.1	Acetolactate synthase small subunit (EC 2.2.1.6) # plastid
OG0003017	Athaliana_TAIR10||AT2G31810.1	Acetolactate synthase small subunit (EC 2.2.1.6) # plastid
OG0000687	Athaliana_TAIR10||AT3G59480.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT1G66430.1	Fructokinase (EC 2.7.1.4) # plastid
OG0000687	Athaliana_TAIR10||AT4G10260.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT1G06020.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT1G06030.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT5G51830.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT2G31390.1	Fructokinase (EC 2.7.1.4)
OG0000687	Athaliana_TAIR10||AT1G50390.1	Fructokinase (EC 2.7.1.4)
OG0009279	Athaliana_TAIR10||AT4G16700.1	Phosphatidylserine decarboxylase (EC 4.1.1.65)
OG0008550	Athaliana_TAIR10||AT4G21220.1	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
OG0008550	Athaliana_TAIR10||AT4G05210.1	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase (EC 2.3.1.191)
OG0005378	Athaliana_TAIR10||AT4G08900.1	Arginase (EC 3.5.3.1) # plastid # mitochondria
OG0005378	Athaliana_TAIR10||AT4G08870.1	Arginase (EC 3.5.3.1) # plastid # mitochondria
OG0004356	Athaliana_TAIR10||AT5G10480.3	Very-long-chain (3R)-3-hydroxyacyl-[acyl-carrier protein] dehydratase (EC 4.2.1.134) # endoplasm
OG0003890	Athaliana_TAIR10||ATCG00440.1	Uncurated
OG0003890	Athaliana_TAIR10||ATMG00990.1	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 3, ND3 # mitointer
OG0003890	Athaliana_TAIR10||AT2G07751.1	NADH dehydrogenase [ubiquinone] (EC 1.6.5.3) mitochondrial-encoded chain 3, ND3 # mitointer
OG0002453	Athaliana_TAIR10||AT3G14930.1	Uroporphyrinogen III decarboxylase (EC 4.1.1.37) # plastid
OG0002453	Athaliana_TAIR10||AT2G40490.1	Uroporphyrinogen III decarboxylase (EC 4.1.1.37) # plastid
OG0004065	Athaliana_TAIR10||AT2G34630.2	Geranyl-diphosphate synthase (EC 2.5.1.1) / Solanesyl diphosphate synthase (EC 2.5.1.85) # plastid # mitochondria
OG0003945	Athaliana_TAIR10||AT4G18480.1	Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1) # plastid
OG0003945	Athaliana_TAIR10||AT5G45930.1	Protoporphyrin IX Mg-chelatase subunit I (EC 6.6.1.1) # plastid
OG0003321	Athaliana_TAIR10||AT5G01220.1	UDP-sulfoquinovose:DAG sulfoquinovosyltransferase (EC 2.4.1.-) # plastid
OG0005680	Athaliana_TAIR10||ATMG00070.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3 (EC 1.6.5.3) (EC 1.6.99.3) # mitointer
OG0007943	Athaliana_TAIR10||AT2G40690.1	Glycerol-3-phosphate dehydrogenase [NAD+] (EC 1.1.1.8) # plastid
OG0001607	Athaliana_TAIR10||AT5G67520.1	Uncurated
OG0001607	Athaliana_TAIR10||AT3G03900.1	Uncurated
OG0001607	Athaliana_TAIR10||AT4G39940.1	Adenylylsulfate kinase (EC 2.7.1.25) # plastid
OG0001607	Athaliana_TAIR10||AT2G14750.1	Adenylylsulfate kinase (EC 2.7.1.25) # plastid
OG0001923	Athaliana_TAIR10||AT4G35090.1	Catalase (EC 1.11.1.6) # peroxisome
OG0001923	Athaliana_TAIR10||AT1G20630.1	Catalase (EC 1.11.1.6) # peroxisome
OG0001923	Athaliana_TAIR10||AT1G20620.1	Catalase (EC 1.11.1.6) # peroxisome
OG0003102	Athaliana_TAIR10||AT5G28840.1	GDP-mannose 3,5-epimerase (EC 5.1.3.18)
OG0004799	Athaliana_TAIR10||AT3G48730.1	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8) # plastid
OG0004799	Athaliana_TAIR10||AT5G63570.1	Glutamate-1-semialdehyde aminotransferase (EC 5.4.3.8) # plastid
OG0000139	Athaliana_TAIR10||AT3G59100.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT3G14780.1	Uncurated
OG0000139	Athaliana_TAIR10||AT2G36850.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT1G05570.1	Callose synthase (EC 2.4.1.34) # cytosol
OG0000139	Athaliana_TAIR10||AT3G07160.1	Callose synthase (EC 2.4.1.34) # cellwall
OG0000139	Athaliana_TAIR10||AT3G14570.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT4G03550.1	Callose synthase (EC 2.4.1.34) # cellwall
OG0000139	Athaliana_TAIR10||AT4G04970.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT2G31960.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT1G06490.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT2G13680.1	Uncurated
OG0000139	Athaliana_TAIR10||AT5G36870.1	Callose synthase (EC 2.4.1.34)
OG0000139	Athaliana_TAIR10||AT5G13000.1	Callose synthase (EC 2.4.1.34)
OG0001475	Athaliana_TAIR10||AT4G25280.1	Uncurated
OG0001475	Athaliana_TAIR10||AT3G60180.1	Uncurated
OG0001475	Athaliana_TAIR10||AT5G26667.1	Uridine monophosphate/cytidine monophosphate kinase (EC 2.7.4.14) # cytosol
OG0001475	Athaliana_TAIR10||AT3G60961.1	Uncurated
OG0006703	Athaliana_TAIR10||AT3G03100.1	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12 # mitointer
OG0004078	Athaliana_TAIR10||AT1G16700.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8 (EC 1.6.5.3) (EC 1.6.99.3) # mitointer
OG0004078	Athaliana_TAIR10||AT1G79010.1	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8 (EC 1.6.5.3) (EC 1.6.99.3) # mitointer
OG0004456	Athaliana_TAIR10||AT5G05370.1	Ubiquinol-cytochrome c reductase complex subunit 8 (ubiquinone-binding protein QP-C) # mitointer
OG0004456	Athaliana_TAIR10||AT3G10860.1	Ubiquinol-cytochrome c reductase complex subunit 8 (ubiquinone-binding protein QP-C) # mitointer
OG0007176	Athaliana_TAIR10||AT2G02500.1	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) # plastid
OG0002265	Athaliana_TAIR10||AT1G09430.1	ATP-citrate (pro-S-)-lyase, subunit 1 (EC 2.3.3.8) # cytosol
OG0002265	Athaliana_TAIR10||AT1G10670.3	ATP-citrate (pro-S-)-lyase, subunit 1 (EC 2.3.3.8) # cytosol
OG0002265	Athaliana_TAIR10||AT1G60810.1	ATP-citrate (pro-S-)-lyase, subunit 1 (EC 2.3.3.8) # cytosol
OG0002380	Athaliana_TAIR10||AT2G44530.1	Uncurated
OG0002380	Athaliana_TAIR10||AT1G32380.1	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1) # plastid
OG0002380	Athaliana_TAIR10||AT2G35390.2	Ribose-phosphate pyrophosphokinase (EC 2.7.6.1) # plastid
OG0001968	Athaliana_TAIR10||AT4G11150.1	V-type ATP synthase subunit E (EC 3.6.3.14) # vacuole
OG0001968	Athaliana_TAIR10||AT3G08560.1	V-type ATP synthase subunit E (EC 3.6.3.14) # vacuole
OG0001968	Athaliana_TAIR10||AT1G64200.1	V-type ATP synthase subunit E (EC 3.6.3.14) # vacuole
OG0002539	Athaliana_TAIR10||AT5G50370.1	Adenylate kinase (EC 2.7.4.3) # mitochondria
OG0002539	Athaliana_TAIR10||AT5G63400.1	Adenylate kinase (EC 2.7.4.3) # mitochondria
OG0003136	Athaliana_TAIR10||AT5G16390.1	Biotin carboxyl carrier protein of acetyl-CoA carboxylase # plastid
OG0003136	Athaliana_TAIR10||AT5G15530.1	Biotin carboxyl carrier protein of acetyl-CoA carboxylase # plastid
OG0006536	Athaliana_TAIR10||AT4G22930.1	Dihydroorotase (EC 3.5.2.3) # cytosol # plastid
OG0002939	Athaliana_TAIR10||AT1G58290.1	Glutamyl-tRNA reductase (EC 1.2.1.70) # plastid
OG0002939	Athaliana_TAIR10||AT2G31250.1	Glutamyl-tRNA reductase (EC 1.2.1.70)
OG0002939	Athaliana_TAIR10||AT1G09940.1	Glutamyl-tRNA reductase (EC 1.2.1.70) # plastid
OG0004839	Athaliana_TAIR10||AT1G32200.1	Glycerol-3-phosphate acyltransferase (EC 2.3.1.15) # plastid
OG0007797	Athaliana_TAIR10||AT3G24030.1	Hydroxyethylthiazole kinase (EC 2.7.1.50)
OG0005639	Athaliana_TAIR10||AT1G63290.1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) # plastid
OG0005639	Athaliana_TAIR10||AT3G01850.1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) # plastid
OG0005237	Athaliana_TAIR10||AT1G80560.1	3-isopropylmalate dehydrogenase (EC 1.1.1.85) # plastid
OG0005237	Athaliana_TAIR10||AT5G14200.1	3-isopropylmalate dehydrogenase (EC 1.1.1.85) / Methylthioalkylmalate dehydrogenase (EC 1.1.1.-) # plastid
OG0005237	Athaliana_TAIR10||AT1G31180.1	3-isopropylmalate dehydrogenase (EC 1.1.1.85) / Methylthioalkylmalate dehydrogenase (EC 1.1.1.-) # plastid
OG0005484	Athaliana_TAIR10||ATCG01060.1	photosystem I iron-sulfur center subunit VII (PsaC) # plastid
OG0001297	Athaliana_TAIR10||AT5G17920.1	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) # cytosol # peroxisome
OG0001297	Athaliana_TAIR10||AT5G20980.1	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) # plastid
OG0001297	Athaliana_TAIR10||AT3G03780.1	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14) # cytosol
OG0001699	Athaliana_TAIR10||AT1G72880.1	5'-nucleotidase (EC 3.1.3.5) # cytosol
OG0001699	Athaliana_TAIR10||AT4G14930.1	5'-nucleotidase (EC 3.1.3.5) # cytosol
OG0001388	Athaliana_TAIR10||AT1G34510.1	Uncurated
OG0001388	Athaliana_TAIR10||AT5G22410.1	Uncurated
OG0001388	Athaliana_TAIR10||AT5G17820.1	Peroxidase (EC 1.11.1.7)
OG0001388	Athaliana_TAIR10||AT3G03670.1	Peroxidase (EC 1.11.1.7)
OG0001388	Athaliana_TAIR10||AT4G26010.1	Peroxidase (EC 1.11.1.7)
OG0004956	Athaliana_TAIR10||AT4G15530.5	Pyruvate,phosphate dikinase (EC 2.7.9.1) # plastid
OG0004162	Athaliana_TAIR10||AT4G23660.3	4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39) # mitochondria
OG0004443	Athaliana_TAIR10||AT1G51650.1	ATP synthase epsilon chain (EC 3.6.3.14) # mitointer
OG0004206	Athaliana_TAIR10||AT3G14390.1	Diaminopimelate decarboxylase (EC 4.1.1.20) # plastid
OG0004206	Athaliana_TAIR10||AT5G11880.1	Diaminopimelate decarboxylase (EC 4.1.1.20) # plastid
OG0003286	Athaliana_TAIR10||AT1G24180.1	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1) # mitochondria
OG0003286	Athaliana_TAIR10||AT1G59900.1	Pyruvate dehydrogenase E1 component alpha subunit (EC 1.2.4.1) # mitochondria
OG0005578	Athaliana_TAIR10||AT5G61410.1	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) # plastid
OG0003147	Athaliana_TAIR10||AT2G05990.1	Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9) # plastid
OG0000689	Athaliana_TAIR10||AT4G25000.1	Alpha-amylase (EC 3.2.1.1)
OG0000689	Athaliana_TAIR10||AT1G69830.1	Alpha-amylase (EC 3.2.1.1) # plastid
OG0000689	Athaliana_TAIR10||AT1G76130.1	Uncurated
OG0004556	Athaliana_TAIR10||AT5G49650.1	Xylulose kinase (EC 2.7.1.17) # cytosol
OG0005964	Athaliana_TAIR10||AT5G17990.1	Anthranilate phosphoribosyltransferase (EC 2.4.2.18) # plastid
