Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
Sabinene synthase (EC 4.2.3.-)		AT3G25810									
Saccharopine dehydrogenase (EC 1.5.1.9)	fgenesh2_kg.7__804__AT4G33150.1	AT4G33150	BRADI3G60160		GLYMA13G17580|GLYMA17G04920	ORGLA02G0303700	OS02G0783700	POPTR_0006s13640|POPTR_0006s13650	Sb04g035220	Vv11s0016g00280	GRMZM2G110324|GRMZM2G181362
Seryl-tRNA synthetase (EC 6.1.1.11)	fgenesh2_kg.6__2713__AT5G27470.1	AT5G27470	BRADI1G71300|BRADI2G08900	CHLREDRAFT_206186	GLYMA10G29600|GLYMA20G37700	ORGLA01G0160800|ORGLA03G0069300	OS01G0559100|OS03G0198400	POPTR_0005s09720|POPTR_0007s07870	Sb01g030083|Sb01g030086|Sb01g043930	Vv14s0128g00370	GRMZM2G172101
Spermidine synthase (EC 2.5.1.16)	fgenesh2_kg.2__1285__AT1G70310.1|fgenesh2_kg.8__1195__AT5G53120.1|scaffold_102719.1	AT1G23820|AT1G70310|AT5G53120	BRADI1G38687|BRADI1G52557|BRADI3G09540	CHLREDRAFT_206050	GLYMA01G03830|GLYMA02G03860|GLYMA04G35140|GLYMA04G41600|GLYMA06G13210|GLYMA06G19580|GLYMA08G39810|GLYMA17G22640|GLYMA18G18880	ORGLA02G0098800|ORGLA06G0141800|ORGLA07G0096000	OS06G0528600|OS07G0408700	POPTR_0008s14650|POPTR_0010s10470|POPTR_0012s01730|POPTR_0015s00210	Sb02g009730|Sb04g001510|Sb04g009230|Sb10g020570	Vv01s0026g00240|Vv16s0050g02670	GRMZM2G047867|GRMZM2G051771|GRMZM2G060896|GRMZM2G064163|GRMZM2G120578
Spermine synthase (EC 2.5.1.22)	scaffold_602047.1	AT5G19530	BRADI3G09110	CHLREDRAFT_206069	GLYMA14G11320|GLYMA17G34300	ORGLA02G0090800	OS02G0237100	POPTR_0006s23880	Sb02g025980	Vv04s0008g01740	
Squalene monooxygenase (EC 1.14.13.132)	Al_scaffold_0006_2299|Al_scaffold_0006_2302|fgenesh1_pm.C_scaffold_6001921	AT5G24140|AT5G24150|AT5G24160									
Squalene synthase (EC 2.5.1.21)	fgenesh2_kg.7__623__AT4G34650.1|scaffold_700663.1	AT4G34640|AT4G34650	BRADI1G04870|BRADI1G04900	CHLREDRAFT_99438	GLYMA05G23931|GLYMA11G11960|GLYMA12G04220	ORGLA03G0346600|ORGLA07G0054800	OS03G0805100|OS07G0200700	POPTR_0004s16830|POPTR_0009s12590	Sb01g004550	Vv03s0038g00450	GRMZM2G029396|GRMZM2G108225
Steroid 22-alpha-hydroxylase (EC 1.14.-.-)	scaffold_502097.1	AT3G50660	BRADI1G69040		GLYMA01G38180|GLYMA02G06410|GLYMA11G07240		OS03G0227700	POPTR_0005s12550|POPTR_0007s12730	Sb01g041900	Vv04s0023g01630	GRMZM2G065635
Sterol 14-demethylase (EC 1.14.13.70) (Cytochrome P450 51A2) (Cytochrome P450 51G1) (AtCYP51) (Obtusifoliol 14-demethylase) (Protein EMBRYO DEFECTIVE 1738)	fgenesh2_kg.1__1261__AT1G11680.1	AT1G11680	BRADI4G25930	CHLREDRAFT_196411	GLYMA03G26820|GLYMA07G14460	ORGLA11G0129900	OS11G0525200	POPTR_0001s12910|POPTR_0003s16010	Sb05g019590|Sb08g002250	Vv01s0150g00210|Vv13s0047g01200	GRMZM2G068465|GRMZM2G181456|GRMZM5G899349
Sulfate adenylyltransferase (EC 2.7.7.4)	fgenesh1_pg.C_scaffold_3001820|fgenesh1_pg.C_scaffold_862000001|fgenesh1_pm.C_scaffold_375000001|fgenesh2_kg.1__2171__AT1G19920.1|fgenesh2_kg.3__2500__AT3G22890.1|fgenesh2_kg.7__2871__AT4G14680.1|fgenesh2_kg.8__443__AT5G43780.1	AT1G19920|AT3G22890|AT4G14680|AT5G43780	BRADI1G09030|BRADI5G01950		GLYMA10G38760|GLYMA13G06940|GLYMA19G05020|GLYMA20G28980	ORGLA03G0307700|ORGLA04G0005500	OS03G0743900	POPTR_0002s02580|POPTR_0005s25850|POPTR_0008s15880|POPTR_0010s09140	Sb01g008450|Sb06g000880	Vv05s0020g04210|Vv18s0001g14010	GRMZM2G051270|GRMZM2G149952|GRMZM2G158147
Sulfite oxidase (EC 1.8.3.1) (Moco-containing protein AtMCP) (At-SO) (AtSOX)	scaffold_300022.1	AT3G01910	BRADI3G41170	CHLREDRAFT_59800	GLYMA05G14420|GLYMA19G18330	ORGLA08G0230900|ORGLA12G0101500	OS08G0530400|OS12G0442800	POPTR_0001s33850	Sb07g026290|Sb09g003680	Vv14s0068g02110	GRMZM2G114739
Superoxide dismutase [Cu-Zn] 1 (EC 1.15.1.1) (Copper/zinc superoxide dismutase 1)	scaffold_100912.1	AT1G08830	BRADI1G18340		GLYMA03G40280|GLYMA19G42890	ORGLA03G0166000|ORGLA07G0198700	OS03G0351500|OS07G0665200	POPTR_0005s04590|POPTR_0013s03160	Sb01g035350|Sb02g042170	Vv14s0030g00830|Vv14s0030g00950|Vv14s0036g01320	GRMZM2G025992|GRMZM2G058522|GRMZM2G169890
Superoxide dismutase [Cu-Zn] 2, chloroplastic (EC 1.15.1.1) (Copper/zinc superoxide dismutase 2)	scaffold_401199.1	AT2G28190	BRADI3G43070		GLYMA11G19840|GLYMA12G08650|GLYMA12G30260	ORGLA08G0191200	OS08G0561700	POPTR_0004s22620|POPTR_0009s01050|POPTR_0011s01280	Sb07g023950	Vv06s0061g00750	GRMZM2G106928
Superoxide dismutase [Cu-Zn] 3 (EC 1.15.1.1) (Copper/zinc superoxide dismutase 3)	fgenesh1_pm.C_scaffold_6001444	AT5G18100	BRADI1G69680		GLYMA16G27020	ORGLA03G0083400	OS03G0219200	POPTR_0013s05350|POPTR_0019s05140	Sb01g042660	Vv08s0007g07280	GRMZM5G891739
Superoxide dismutase [Fe] (EC 1.15.1.1)	fgenesh2_kg.6__2326__AT5G23310.1|fgenesh2_kg.7__1757__AT4G25100.2|scaffold_801543.1	AT4G25100|AT5G23310|AT5G51100	BRADI1G51140	CHLREDRAFT_182933	GLYMA02G09630|GLYMA10G22680|GLYMA10G33710|GLYMA20G12510|GLYMA20G33880	ORGLA06G0027800	OS06G0143000	POPTR_0005s09190|POPTR_0012s11400|POPTR_0015s12190	Sb10g002970	Vv10s0042g00100|Vv16s0013g00260	GRMZM2G005526|GRMZM2G073371|GRMZM2G081585|GRMZM2G173628|GRMZM5G864424
Superoxide dismutase [Mn] (EC 1.15.1.1)	fgenesh1_pm.C_scaffold_5001696|fgenesh2_kg.3__1134__AT3G10920.1	AT3G10920	BRADI2G30580	CHLREDRAFT_193511	GLYMA04G39930|GLYMA06G14960	ORGLA05G0099800	OS05G0323900	POPTR_0013s09270|POPTR_0019s08540	Sb09g011450	Vv06s0004g07950|Vv13s0067g02990	GRMZM2G059991|GRMZM2G124455
Terpenoid synthases (TSP) superfamily protein		AT3G25810									
Tetraketide alpha-pyrone reductase of sporopollenin biosynthesis	fgenesh2_kg.2__1104__AT1G68540.1|fgenesh2_kg.7__540__AT4G35420.1	AT1G68540|AT4G35420	BRADI2G01900|BRADI3G40290|BRADI4G34010		GLYMA01G20030|GLYMA07G19370|GLYMA13G43200|GLYMA15G02140	ORGLA01G0016100|ORGLA08G0180700|ORGLA12G0178700	OS01G0127500|OS08G0515900|OS09G0493500	POPTR_0008s11910|POPTR_0008s13800|POPTR_0010s13520	Sb02g028700|Sb03g007400|Sb07g027340	Vv01s0011g03480|Vv03s0038g04220|Vv03s0038g04230	GRMZM2G004683
Thioredoxin reductase (EC 1.8.1.9)	Al_scaffold_0004_2793|fgenesh1_pm.C_scaffold_3002708|scaffold_700574.1	AT2G17420|AT2G41680|AT4G35460	BRADI1G19140|BRADI1G42580|BRADI3G53200	CHLREDRAFT_132865|CHLREDRAFT_196120|CHLREDRAFT_78928	GLYMA01G36070|GLYMA02G33070|GLYMA10G13190|GLYMA11G09350|GLYMA16G21630	ORGLA02G0255400|ORGLA06G0118200|ORGLA07G0193400|ORGLA07G0241400	OS02G0713400|OS07G0657900	POPTR_0001s46100|POPTR_0006s04760|POPTR_0011s14820	Sb02g041670|Sb04g030050|Sb05g021680|Sb10g012990	Vv04s0044g01750|Vv05s0049g00110|Vv08s0007g08760	GRMZM2G136522|GRMZM2G164948|GRMZM5G841142|GRMZM5G889769
Threonyl-tRNA synthetase (EC 6.1.1.3)	fgenesh2_kg.1__1964__AT1G17960.1|scaffold_102019.1|scaffold_602808.1	AT1G17960|AT1G18130|AT5G26830	BRADI3G19960	CHLREDRAFT_167047	GLYMA01G03930|GLYMA02G03750	ORGLA08G0082400	OS08G0295300	POPTR_0008s14490|POPTR_0010s10660	Sb01g012680	Vv01s0026g00340|Vv19s0015g00470	GRMZM2G553314
Thymidylate kinase (EC 2.7.4.9)	scaffold_802574.1	AT5G59440	BRADI1G19950	CHLREDRAFT_128562|CHLREDRAFT_94429	GLYMA13G35236	ORGLA07G0184600	OS07G0639900	POPTR_0001s36370	Sb02g040820	Vv14s0171g00370	GRMZM2G141551
Tryptophan aminotransferase (EC 2.6.1.27) or (EC 2.6.1.99) in auxin biosynthetic pathway	fgenesh2_kg.2__1312__AT1G70560.1	AT1G70560						POPTR_0010s05450			
Tryptophan aminotransferase (EC 2.6.1.27) or (EC 2.6.1.99) related	fgenesh1_pg.C_scaffold_1002142	AT1G23320									
Tryptophanyl-tRNA synthetase (EC 6.1.1.2)	fgenesh2_kg.3__419__AT3G04600.1	AT3G04600	BRADI4G05570	CHLREDRAFT_192647	GLYMA03G25740|GLYMA13G11390	ORGLA12G0129700	OS07G0278400|OS12G0540900	POPTR_0009s16090	Sb08g017220	Vv12s0028g03370	GRMZM2G002687
Tyrosyl-tRNA synthetase (EC 6.1.1.1)	fgenesh2_kg.4__1399__AT2G33840.1	AT2G33840						POPTR_0387s00220			
UDP-N-acetylglucosamine--dolichyl-phosphate N-acetylglucosaminephosphotransferase (EC 2.7.8.15)	scaffold_502884.1	AT3G57220	BRADI1G18800	CHLREDRAFT_139119		ORGLA07G0195600	OS07G0661100	POPTR_0006s04420|POPTR_0016s04160			
UDP-glucose:zeatin O-beta-D-glucosyltransferase (EC 2.4.1.203)	fgenesh2_kg.1__2434__AT1G22400.1	AT1G22400						POPTR_0001s31960			
UDP-glycosyltransferase (EC 2.4.1.-)	fgenesh2_kg.6__520__AT5G05860.1	AT5G05860									
UDP-glycosyltransferase 73C2 (EC 2.4.1.-)		AT2G36760			GLYMA10G07090						
UDP-glycosyltransferase 73C3 (EC 2.4.1.-)	scaffold_402300.1	AT2G36780									
UDP-glycosyltransferase 73C4 (EC 2.4.1.-)	scaffold_402300.1	AT2G36770									
UDP-glycosyltransferase 73C5 (EC 2.4.1.-) (Cytokinin-O-glucosyltransferase 3) (Deoxynivalenol-glucosyl-transferase 1) (Zeatin O-glucosyltransferase 3) (AtZOG3)	fgenesh2_kg.4__1720__AT2G36800.1	AT2G36800						POPTR_0012s04600			
UDP-glycosyltransferase 73C6 (EC 2.4.1.-) (Flavonol-3-O-glycoside-7-O-glucosyltransferase 1) (Zeatin O-glucosyltransferase 2)		AT2G36790									
UDP-glycosyltransferase 73C7 (EC 2.4.1.-)	fgenesh2_kg.5__1683__AT3G53160.1	AT3G53160									
UDP-glycosyltransferase 73D1 (EC 2.4.1.-)	scaffold_502404.1	AT3G53150			GLYMA10G07160			POPTR_0006s12220|POPTR_0016s10880		Vv08s0007g04570	
UDP-glycosyltransferase 76E12 (EC 2.4.1.-) (EC 2.4.1.91)		AT3G46660									
UDP-glycosyltransferase 76E9 (EC 2.4.1.-)	scaffold_704317.1	AT5G38010									
UDP-glycosyltransferase 82A1 (EC 2.4.1.-)	fgenesh1_pg.C_scaffold_1017000001|scaffold_302661.1	AT3G22250									
UDP-glycosyltransferase 85A2 (EC 2.4.1.-)	fgenesh2_kg.1__2430__AT1G22360.2	AT1G22360	BRADI3G46855		GLYMA06G10733|GLYMA13G01690|GLYMA14G35160|GLYMA14G35220|GLYMA14G35270	ORGLA02G0285800|ORGLA02G0285900	OS02G0755600|OS02G0755900	POPTR_0001s31950|POPTR_0001s32000|POPTR_0002s09860|POPTR_0006s02440|POPTR_0017s07880|POPTR_0017s07890|POPTR_0017s07900|POPTR_0017s07910|POPTR_0017s07920|POPTR_0017s07930|POPTR_0017s07940|POPTR_0140s00200|POPTR_0140s00210	Sb06g018460	Vv00s0324g00060|Vv00s0324g00100|Vv03s0017g01130|Vv03s0017g01140|Vv03s0017g01360|Vv03s0017g01370|Vv18s0001g05910|Vv18s0001g05990|Vv18s0001g06060	GRMZM2G009125
UDP-glycosyltransferase 85A3 (EC 2.4.1.-)	fgenesh1_pm.C_scaffold_1001903	AT1G22380			GLYMA14G35190|GLYMA15G37520		OS04G0319700			Vv18s0001g05950|Vv18s0001g06080|Vv18s0001g06090|Vv18s0001g06120	
UDP-glycosyltransferase 85A4 (EC 2.4.1.-)	fgenesh2_kg.2__2124__AT1G78270.1	AT1G78270									
UDP-glycosyltransferase 85A5 (EC 2.4.1.-)	fgenesh2_kg.1__2432__AT1G22370.2	AT1G22370	BRADI1G20190|BRADI3G58680|BRADI3G58700		GLYMA02G35121	ORGLA02G0285700	OS02G0755500	POPTR_0002s09850|POPTR_0016s02170|POPTR_0098s00320	Sb04g027460	Vv00s0324g00080	GRMZM2G089241|GRMZM2G169628
UDP-glycosyltransferase 85A7 (EC 2.4.1.-)	fgenesh1_pg.C_scaffold_1002043	AT1G22340			GLYMA08G19000|GLYMA15G05980						
UDP-glycosyltransferase 86A1 (EC 2.4.1.-)	fgenesh1_pm.C_scaffold_4001457	AT2G36970								Vv08s0040g01470	
UDP-glycosyltransferase 86A2 (EC 2.4.1.-)	fgenesh2_kg.4__763__AT2G28080.1	AT2G28080						POPTR_0004s22400|POPTR_0009s01360	Sb01g020920	Vv06s0061g00360	
UDP-glycosyltransferase 87A2 (EC 2.4.1.-)	fgenesh2_kg.4__985__AT2G30140.2	AT2G30140									
UDP-glycosyltransferase 90A2 (EC 2.4.1.-)	fgenesh2_kg.1__1108__AT1G10400.1	AT1G10400									
UDP-glycosyltransferase 91B1 (EC 2.4.1.-)	fgenesh1_pg.C_scaffold_8002541	AT5G65550									
UDP-glycosyltransferase 92A1 (EC 2.4.1.-)	scaffold_601293.1	AT5G12890									
Uracil phosphoribosyltransferase (EC 2.4.2.9)	fgenesh1_pm.C_scaffold_5001472|fgenesh1_pm.C_scaffold_7001259|fgenesh2_kg.7__3323__AT5G40870.1|scaffold_500637.1	AT1G55810|AT3G27190|AT3G53900|AT4G26510|AT5G40870	BRADI3G10140|BRADI3G41130|BRADI4G34600|BRADI4G38030	CHLREDRAFT_132204|CHLREDRAFT_170716	GLYMA01G24520|GLYMA02G47270|GLYMA03G12260|GLYMA07G24960|GLYMA08G45270|GLYMA12G18983|GLYMA14G01480|GLYMA16G06250|GLYMA17G13830|GLYMA18G08180|GLYMA19G25360|GLYMA20G16660	ORGLA02G0107200|ORGLA08G0231300|ORGLA09G0121100|ORGLA11G0080600	OS08G0530000|OS09G0505800|OS11G0265000	POPTR_0001s33950|POPTR_0001s47190|POPTR_0006s09200|POPTR_0011s16790|POPTR_0017s09850	Sb02g029240|Sb04g000210|Sb07g026320|Sb08g023067	Vv08s0007g01100|Vv14s0171g00090|Vv17s0000g01600|Vv17s0000g01620|Vv19s0015g01730	GRMZM2G034143|GRMZM2G142383|GRMZM2G169462|GRMZM5G866100
Urease (EC 3.5.1.5)	scaffold_201576.1	AT1G67550	BRADI1G03550		GLYMA05G27840|GLYMA08G10850|GLYMA11G37250			POPTR_0008s17800	Sb02g001020	Vv01s0010g02760|Vv02s0033g00360	GRMZM2G461569
Urease alpha subunit (EC 3.5.1.5)	scaffold_201576.1	AT1G67550	BRADI1G03550		GLYMA05G27840|GLYMA08G10850|GLYMA11G37250			POPTR_0008s17800	Sb02g001020	Vv01s0010g02760|Vv02s0033g00360	GRMZM2G461569
Urease beta subunit (EC 3.5.1.5)	scaffold_201576.1	AT1G67550	BRADI1G03550		GLYMA05G27840|GLYMA08G10850|GLYMA11G37250			POPTR_0008s17800	Sb02g001020	Vv01s0010g02760|Vv02s0033g00360	GRMZM2G461569
Urease gamma subunit (EC 3.5.1.5)	scaffold_201576.1	AT1G67550	BRADI1G03550		GLYMA05G27840|GLYMA08G10850|GLYMA11G37250			POPTR_0008s17800	Sb02g001020	Vv01s0010g02760|Vv02s0033g00360	GRMZM2G461569
Uridine kinase (EC 2.7.1.48)	fgenesh1_pm.C_scaffold_7001259|fgenesh2_kg.7__3323__AT5G40870.1|scaffold_500637.1	AT1G55810|AT3G27190|AT4G26510|AT5G40870	BRADI3G10140|BRADI3G41130|BRADI4G34600|BRADI4G38030	CHLREDRAFT_170716	GLYMA02G47270|GLYMA07G24960|GLYMA08G45270|GLYMA12G18983|GLYMA14G01480|GLYMA16G06250|GLYMA17G13830|GLYMA18G08180|GLYMA19G25360|GLYMA20G16660	ORGLA02G0107200|ORGLA08G0231300|ORGLA09G0121100|ORGLA11G0080600	OS08G0530000|OS09G0505800|OS11G0265000	POPTR_0001s33950|POPTR_0001s47190|POPTR_0011s16790|POPTR_0017s09850	Sb02g029240|Sb04g000210|Sb07g026320|Sb08g023067	Vv14s0171g00090|Vv17s0000g01600|Vv17s0000g01620|Vv19s0015g01730	GRMZM2G034143|GRMZM2G142383|GRMZM2G169462|GRMZM5G866100
Uridine ribohydrolase (EC 3.2.2.3)	fgenesh2_kg.4__1665__AT2G36310.1	AT2G36310	BRADI3G42790|BRADI4G38490	CHLREDRAFT_23981	GLYMA03G35166|GLYMA14G33886|GLYMA19G37830	ORGLA08G0188500	OS08G0557900|OS09G0567900	POPTR_0006s08350	Sb02g011950|Sb07g024220	Vv08s0007g03690	GRMZM2G015344|GRMZM2G085960|GRMZM2G104999
Valyl-tRNA synthetase (EC 6.1.1.9)	fgenesh2_kg.1__1593__AT1G14610.1	AT1G14610|AT1G27160	BRADI2G04960|BRADI3G30350	CHLREDRAFT_117116|CHLREDRAFT_56638	GLYMA10G38450|GLYMA20G29395	ORGLA03G0157300|ORGLA03G0279500	OS03G0335600|OS03G0694900|OS10G0506200	POPTR_0005s09010|POPTR_0007s15020	Sb07g004420	Vv16s0100g00370	GRMZM2G106974|GRMZM2G117870|GRMZM2G438602
Violaxanthin de-epoxidase, chloroplastic (AtVxDE) (EC 1.10.99.3) (Protein NON-PHOTOCHEMICAL QUENCHING 1)	fgenesh2_kg.1__870__AT1G08550.1	AT1G08550	BRADI5G07390		GLYMA03G41420|GLYMA19G44010	ORGLA02G0349000|ORGLA04G0070600	OS04G0379700	POPTR_0013s05000|POPTR_0019s04610	Sb06g012950	Vv04s0043g01010	GRMZM2G027219
Xanthine dehydrogenase iron-sulfur subunit (EC 1.17.1.4)	fgenesh2_kg.7__598__AT4G34890.1	AT4G34890|AT4G34900	BRADI1G15800	CHLREDRAFT_117669	GLYMA13G41520|GLYMA15G03870	ORGLA03G0207200	OS03G0429800	POPTR_0009s05940	Sb01g031520	Vv06s0004g02030	GRMZM2G050984
Xanthine dehydrogenase, FAD binding subunit (EC 1.17.1.4)	fgenesh2_kg.7__598__AT4G34890.1	AT4G34890|AT4G34900	BRADI1G15800	CHLREDRAFT_117669	GLYMA13G41520|GLYMA15G03870	ORGLA03G0207200	OS03G0429800	POPTR_0009s05940	Sb01g031520	Vv06s0004g02030	GRMZM2G050984
Xanthine dehydrogenase, molybdenum binding subunit (EC 1.17.1.4)	fgenesh2_kg.7__598__AT4G34890.1	AT4G34890|AT4G34900	BRADI1G15800	CHLREDRAFT_117669	GLYMA13G41520|GLYMA15G03870	ORGLA03G0207200	OS03G0429800	POPTR_0009s05940	Sb01g031520	Vv06s0004g02030	GRMZM2G050984
Xanthosine-uridine preferring nucleoside hydrolase (EC 3.2.2.1)	fgenesh2_kg.4__1665__AT2G36310.1	AT2G36310	BRADI3G42790|BRADI4G38490	CHLREDRAFT_23981	GLYMA03G35166|GLYMA14G33886|GLYMA19G37830	ORGLA08G0188500	OS08G0557900|OS09G0567900	POPTR_0006s08350	Sb02g011950|Sb07g024220	Vv08s0007g03690	GRMZM2G015344|GRMZM2G085960|GRMZM2G104999
Zeaxanthin epoxidase, chloroplastic (AtZEP) (EC 1.14.13.90) (Protein ABA DEFICIENT 1) (AtABA1) (Protein IMPAIRED IN BABA-INDUCED STERILITY 3) (Protein LOW EXPRESSION OF OSMOTIC STRESS-RESPONSIVE GENES 6) (Protein NON-PHOTOCHEMICAL QUENCHING 2)	fgenesh2_kg.8__2713__AT5G67030.1	AT5G67030	BRADI5G11750	CHLREDRAFT_53522	GLYMA01G39313|GLYMA11G05960|GLYMA17G20020	ORGLA04G0111900	OS04G0448900	POPTR_0005s18160|POPTR_0007s10980	Sb06g018220	Vv07s0031g00620	GRMZM2G127139|GRMZM2G136344
Zeta-carotene desaturase (EC 1.3.5.6)	fgenesh2_kg.3__459__AT3G04870.2	AT3G04870	BRADI1G54390	CHLREDRAFT_182457	GLYMA10G30220|GLYMA20G37170	ORGLA07G0057600	OS07G0204900	POPTR_0005s05230|POPTR_0013s03470	Sb02g006100	Vv14s0030g01740	GRMZM2G454952
aldo-keto reductase (EC 1.1.1.-)	fgenesh1_pm.C_scaffold_3000293|fgenesh2_kg.4__1843__AT2G37770.2	AT2G37770|AT3G04000		CHLREDRAFT_158244					Sb09g022370		
galactosyltransferase (EC 2.4.1.-)	fgenesh2_kg.6__3514__AT4G01970.1|fgenesh2_kg.7__3382__AT5G40390.1	AT4G01970|AT5G40390	BRADI2G04310		GLYMA05G02510|GLYMA05G08950|GLYMA06G18890|GLYMA19G40550	ORGLA01G0041400|ORGLA11G0211000	OS01G0170000	POPTR_0002s19450|POPTR_0004s21770|POPTR_0007s02450|POPTR_0014s11370|POPTR_0015s09330|POPTR_0017s06440	Sb03g004540	Vv05s0077g00840|Vv07s0005g01680|Vv14s0066g00810|Vv17s0000g08960	GRMZM2G150906
indole-3-acetate beta-D-glucosyltransferase (EC 2.4.1.121)	fgenesh2_kg.4__258__AT2G23260.1|fgenesh2_kg.7__2760__AT4G15550.1|scaffold_100533.1|scaffold_703230.1	AT1G05530|AT2G23260|AT4G14090|AT4G15550									
tRNA dimethylallyltransferase (EC 2.5.1.75)	Al_scaffold_0004_1213|fgenesh2_kg.6__2035__AT5G20040.1	AT2G27760|AT5G20040			GLYMA13G34680	ORGLA06G0288100		POPTR_0001s38570|POPTR_0009s14980	Sb02g042160|Sb10g031125	Vv06s0061g01410|Vv19s0014g01630	
tyrosine N-monooxygenase (EC 1.14.13.41)	Al_scaffold_0022_8|fgenesh1_pm.C_scaffold_2000450|fgenesh1_pm.C_scaffold_2001861|scaffold_200783.1	AT1G58260|AT1G79370|AT5G35917|AT5G35920								Vv06s0009g01780	
