Role	Aly	Ath	Bdi	Cre	Gma	Ogl	Osa	Ptr	Sbi	Vvi	Zma
4-hydroxy-tetrahydrodipicolinate synthase (EC 4.3.3.7)	fgenesh2_kg.4__2741__AT2G45440.1|fgenesh2_kg.5__2554__AT3G60880.2	AT2G45440|AT3G60880	BRADI2G15480|BRADI5G18987	CHLREDRAFT_126518	GLYMA03G02530|GLYMA09G40460|GLYMA18G45380	ORGLA04G0040400|ORGLA04G0194600	OS04G0254000|OS04G0574800	POPTR_0002s15050|POPTR_0014s06680	Sb06g026060|Sb10g026260	Vv15s0048g00750	GRMZM2G027835|GRMZM2G556131
4-hydroxybenzoate polyprenyltransferase (EC 2.5.1.39)	fgenesh2_kg.7__1935__AT4G23660.1	AT4G23660	BRADI3G60400	CHLREDRAFT_104114	GLYMA18G44900	ORGLA08G0092100|ORGLA10G0153500|ORGLA10G0164400	OS08G0322600|OS08G0388900|OS08G0389300	POPTR_0005s09650|POPTR_0005s09660	Sb04g038180	Vv01s0011g02230	GRMZM2G080497
4-hydroxyphenylpyruvate dioxygenase (EC 1.13.11.27)	scaffold_100655.1	AT1G06570	BRADI3G05060	CHLREDRAFT_137761|CHLREDRAFT_149028	GLYMA02G45400|GLYMA14G03410	ORGLA02G0047600	OS02G0168100	POPTR_0002s05840|POPTR_0005s22680	Sb04g004560	Vv02s0012g01990|Vv12s0028g00710	GRMZM2G088396
5'-methylthioadenosine nucleosidase (EC 3.2.2.16)	fgenesh2_kg.7__606__AT4G34840.1|fgenesh2_kg.7__77__AT4G38800.1	AT4G34840|AT4G38800	BRADI1G51720	CHLREDRAFT_135128	GLYMA04G00770|GLYMA06G00790|GLYMA06G00800		OS06G0112200	POPTR_0004s17450|POPTR_0009s13130	Sb07g026190	Vv03s0038g01440	GRMZM2G171111|GRMZM5G896883
5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	fgenesh1_pg.C_scaffold_4002564|fgenesh2_kg.4__2599__AT2G44160.1|fgenesh2_kg.5__2455__AT3G59970.3|scaffold_501442.1|scaffold_603322.1	AT2G44160|AT3G59970	BRADI1G04140	CHLREDRAFT_111330	GLYMA04G43540|GLYMA06G48360		OS03G0815200	POPTR_0007s00200|POPTR_0017s00520	Sb01g003700	Vv15s0024g00070	GRMZM2G034278|GRMZM2G347056
5-Enolpyruvylshikimate-3-phosphate synthase (EC 2.5.1.19)	fgenesh2_kg.1__3979__AT1G48860.1|fgenesh2_kg.4__2723__AT2G45300.1	AT1G48860|AT2G45300	BRADI1G51660	CHLREDRAFT_133088	GLYMA01G33660|GLYMA03G03190	ORGLA06G0021400	OS06G0133900	POPTR_0002s14740|POPTR_0014s06390	Sb10g002230	Vv15s0048g00350|Vv15s0048g00360	GRMZM5G877500
5-O-(4-coumaroyl)-D-quinate/shikimate 3'-hydroxylase (EC 1.14.13.36)	scaffold_402890.1	AT2G40890	BRADI2G21300		GLYMA03G27740|GLYMA19G30600	ORGLA05G0185200|ORGLA10G0040100	OS05G0494000|OS10G0196100	POPTR_0006s03180|POPTR_0016s03080|POPTR_0016s03090	Sb03g037380|Sb09g024210	Vv08s0040g00780	GRMZM2G138074|GRMZM2G140817
5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)	Al_scaffold_0005_1547|fgenesh2_kg.7__2224__AT4G20960.1	AT3G47390|AT4G20960	BRADI3G43370	CHLREDRAFT_103066|CHLREDRAFT_205591	GLYMA09G38520|GLYMA18G47790	ORGLA02G0142500		POPTR_0014s07870|POPTR_0019s08120	Sb04g018500	Vv04s0023g00680|Vv15s0046g02860	GRMZM2G090068
5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2)	fgenesh2_kg.6__1255__AT5G13050.1	AT5G13050	BRADI1G23560		GLYMA04G34670|GLYMA06G19990			POPTR_0012s07480		Vv17s0000g05350	
5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)	Al_scaffold_0001_3782|fgenesh2_kg.3__329__AT3G03780.2|fgenesh2_kg.6__1790__AT5G17920.1|fgenesh2_kg.6__2143__AT5G20980.2	AT3G03780|AT5G17920|AT5G20980	BRADI1G13290|BRADI3G07760|BRADI4G01200	CHLREDRAFT_154307	GLYMA04G18235|GLYMA04G30350|GLYMA05G10840|GLYMA13G15140|GLYMA16G04240|GLYMA17G20690|GLYMA17G23730|GLYMA17G24322|GLYMA17G24366|GLYMA19G29180	ORGLA12G0165900|ORGLA12G0166000|ORGLA12G0166100|ORGLA12G0166200	OS12G0623900|OS12G0624000	POPTR_0004s20220|POPTR_0009s15490|POPTR_0013s05850|POPTR_0019s05430	Sb01g012960|Sb08g022210	Vv06s0009g01080|Vv08s0056g01570	GRMZM2G112149|GRMZM2G149751|GRMZM2G165747
5-methylthioribose kinase (EC 2.7.1.100)	fgenesh2_kg.1__4067__AT1G49820.1	AT1G49820	BRADI5G25610	CHLREDRAFT_118729	GLYMA01G45520|GLYMA10G40730|GLYMA20G26580	ORGLA04G0253300|ORGLA04G0253400	OS04G0669800|OS04G0669900	POPTR_0001s30710	Sb06g032260|Sb06g032270	Vv03s0091g00080|Vv03s0091g00100	GRMZM2G464137
6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)	scaffold_403311.1	AT2G44050	BRADI1G10780|BRADI3G48440	CHLREDRAFT_186616	GLYMA08G09260	ORGLA04G0145600	OS04G0497400	POPTR_0007s00330|POPTR_0017s00360	Sb01g010470|Sb06g031050	Vv05s0094g01490	GRMZM2G033219|GRMZM2G143480
6-phosphofructokinase (EC 2.7.1.11)	fgenesh2_kg.4__169__AT2G22480.1|fgenesh2_kg.7__1619__AT4G26270.1|fgenesh2_kg.7__854__AT4G32840.1|fgenesh2_kg.8__1570__AT5G56630.1|fgenesh2_kg.8__2140__AT5G61580.1|scaffold_701332.1	AT2G22480|AT4G26270|AT4G29220|AT4G32840|AT5G47810|AT5G56630|AT5G61580	BRADI2G19326|BRADI2G49280|BRADI3G25910|BRADI3G37020|BRADI4G30260|BRADI5G12982	CHLREDRAFT_196430|CHLREDRAFT_196624	GLYMA01G03040|GLYMA02G04571|GLYMA04G09180|GLYMA06G09320|GLYMA07G39960|GLYMA08G38450|GLYMA10G33820|GLYMA18G21720	ORGLA01G0405600|ORGLA04G0126100|ORGLA05G0205200|ORGLA08G0139600|ORGLA09G0075300|ORGLA09G0107500|ORGLA10G0080900	OS04G0469500|OS05G0524400|OS09G0415800|OS09G0479800|OS10G0405600	POPTR_0001s11810|POPTR_0003s15070|POPTR_0003s15090|POPTR_0006s25170|POPTR_0007s14380|POPTR_0016s00450	Sb01g022370|Sb02g024680|Sb03g034060|Sb06g019610|Sb07g021500|Sb09g026150	Vv00s0199g00220|Vv00s0199g00240|Vv00s0780g00010|Vv04s0008g00520|Vv14s0108g00540|Vv16s0013g01140	AC213693.3_FG003|GRMZM2G004932|GRMZM2G009591|GRMZM2G127717|GRMZM2G139360|GRMZM5G879882
6-phosphogluconate dehydrogenase, decarboxylating (EC 1.1.1.44)	fgenesh2_kg.3__170__AT3G02360.1|fgenesh2_kg.7__3255__AT5G41670.1|scaffold_200086.1	AT1G64190|AT3G02360|AT5G41670	BRADI1G50220|BRADI1G54350	CHLREDRAFT_192597	GLYMA05G37170|GLYMA08G02410|GLYMA08G28230|GLYMA18G11852|GLYMA18G51260|GLYMA19G05120	ORGLA06G0007200|ORGLA11G0117000	OS06G0111500|OS11G0484500	POPTR_0001s10220|POPTR_0003s13540|POPTR_0004s10870|POPTR_0004s10880|POPTR_0008s11280|POPTR_0010s14500|POPTR_0017s07830|POPTR_0017s14470	Sb03g045213|Sb03g045216|Sb05g016740|Sb10g001050	Vv01s0010g01130|Vv02s0012g03060|Vv02s0025g00900	GRMZM2G127798|GRMZM2G145715|GRMZM2G440208
6-phosphogluconolactonase (EC 3.1.1.31), eukaryotic type	fgenesh1_pm.C_scaffold_6001954|fgenesh2_kg.6__2439__AT5G24400.1|scaffold_101535.1|scaffold_501920.1|scaffold_602537.1	AT1G13700|AT3G49360|AT5G24400|AT5G24410|AT5G24420	BRADI1G22050	CHLREDRAFT_101528	GLYMA01G07770|GLYMA02G13250|GLYMA04G40990|GLYMA06G13860	ORGLA03G0200500|ORGLA07G0223600|ORGLA09G0134500	OS03G0416500|OS07G0604000|OS09G0529100	POPTR_0008s09680|POPTR_0010s16470|POPTR_0012s03150|POPTR_0015s00960|POPTR_0015s00970	Sb01g032450|Sb02g030620|Sb02g038710	Vv01s0011g00250|Vv16s0098g01200	GRMZM2G136918|GRMZM2G148769
8-amino-7-oxononanoate synthase (EC 2.3.1.47)	fgenesh2_kg.6__378__AT5G04620.2	AT5G04620	BRADI3G33370	CHLREDRAFT_117112	GLYMA04G16260|GLYMA06G47430	ORGLA01G0247200|ORGLA10G0136300	OS01G0736400|OS10G0560900	POPTR_0001s00880	Sb01g029060	Vv09s0002g08460	GRMZM2G110932
ATP phosphoribosyltransferase (EC 2.4.2.17)	fgenesh2_kg.1__1035__AT1G09795.1|scaffold_200746.1	AT1G09795|AT1G58080	BRADI1G76130		GLYMA03G33360|GLYMA14G18035|GLYMA18G40420|GLYMA18G41090|GLYMA19G09080|GLYMA19G36070	ORGLA03G0025100	OS03G0134300	POPTR_0004s23110|POPTR_0019s08520|POPTR_0019s08530	Sb02g028140	Vv12s0035g00760	GRMZM2G068862
ATP synthase alpha chain (EC 3.6.3.14)	Al_scaffold_0003_3567	AT2G07698|ATMG01190		CHLREDRAFT_76602	GLYMA05G18393					Vv00s0733g00010	
ATP synthase beta chain (EC 3.6.3.14)	fgenesh2_kg.6__842__AT5G08670.1|fgenesh2_kg.6__844__AT5G08680.1|fgenesh2_kg.6__845__AT5G08670.1	AT5G08670|AT5G08680|AT5G08690	BRADI2G17290|BRADI2G46790	CHLREDRAFT_78348	GLYMA07G14761|GLYMA10G41330|GLYMA13G03410|GLYMA20G25920	ORGLA01G0220100|ORGLA05G0216100	OS01G0685800|OS05G0553000	POPTR_0008s12550|POPTR_0010s12680	Sb03g031470|Sb09g027790	Vv01s0011g04490|Vv17s0000g02900	GRMZM2G021331|GRMZM2G041275|GRMZM2G113408
ATP synthase delta' chain (EC 3.6.3.14)	fgenesh2_kg.8__93__AT5G47030.1	AT5G47030	BRADI1G27040		GLYMA03G25190|GLYMA07G13470	ORGLA07G0122600	OS07G0495200	POPTR_0014s05190	Sb02g033950	Vv15s0021g00920	GRMZM2G138220|GRMZM2G171628
ATP synthase epsilon chain (EC 3.6.3.14)	fgenesh2_kg.1__4233__AT1G51650.1	AT1G51650	BRADI3G19060		GLYMA07G00580|GLYMA08G23830	ORGLA08G0066900	OS08G0250200	POPTR_0008s00930|POPTR_0010s25640	Sb03g027470	Vv09s0018g01930|Vv10s0092g00280|Vv19s0014g04520	GRMZM2G143234|GRMZM2G157758
ATP synthase gamma chain (EC 3.6.3.14)	scaffold_401872.1	AT2G33040	BRADI3G24730	CHLREDRAFT_194183	GLYMA04G32460|GLYMA06G22050	ORGLA10G0046400|ORGLA10G0161700	OS10G0320400	POPTR_0012s06750|POPTR_0015s06860	Sb01g042930	Vv17s0000g07300	GRMZM2G009638|GRMZM2G069458|GRMZM2G321725
ATP-citrate (pro-S-)-lyase, subunit 1 (EC 2.3.3.8)	fgenesh2_kg.1__1149__AT1G10670.1|fgenesh2_kg.1__990__AT1G09430.1|fgenesh2_kg.2__380__AT1G60810.1|scaffold_101151.1	AT1G09430|AT1G10670|AT1G60810	BRADI4G04390|BRADI4G09770	CHLREDRAFT_196544	GLYMA01G03530|GLYMA02G04120|GLYMA03G38810|GLYMA08G17010|GLYMA15G42140|GLYMA19G41390	ORGLA12G0140800|ORGLA12G0206800	OS11G0693800|OS11G0696200|OS12G0566300	POPTR_0005s00670|POPTR_0008s19320|POPTR_0010s05260|POPTR_0013s00580	Sb05g027180|Sb08g018480	Vv01s0127g00260|Vv14s0060g00550	GRMZM2G034083|GRMZM2G107082
ATP-citrate (pro-S-)-lyase, subunit 2 (EC 2.3.3.8)	fgenesh2_kg.3__674__AT3G06650.1|scaffold_300767.1|scaffold_801324.1	AT3G06650|AT5G49460	BRADI2G11480	CHLREDRAFT_186611	GLYMA07G36840|GLYMA09G04000|GLYMA15G15010|GLYMA15G15020|GLYMA17G03700	ORGLA01G0105900	OS01G0300200	POPTR_0008s10480|POPTR_0010s15590	Sb03g012420	Vv05s0077g00950	GRMZM2G002416|GRMZM2G033226|GRMZM2G045534|GRMZM2G179170
Acetolactate synthase large subunit (EC 2.2.1.6)	fgenesh2_kg.5__1206__AT3G48560.1	AT3G48560	BRADI3G44130|BRADI5G08220	CHLREDRAFT_138180	GLYMA04G37270|GLYMA06G17790|GLYMA13G31470|GLYMA15G07860	ORGLA02G0154100|ORGLA04G0075900|ORGLA04G0076100	OS02G0510200|OS04G0389800	POPTR_0012s10030|POPTR_0015s10920	Sb04g020680	Vv14s0068g01960|Vv16s0022g01010|Vv16s0022g01030|Vv16s0022g01040|Vv16s0022g01050|Vv16s0022g01080|Vv16s0022g01100|Vv16s0022g01110|Vv17s0000g01310|Vv17s0000g01320	GRMZM2G143008|GRMZM2G143357
Acetolactate synthase small subunit (EC 2.2.1.6)	fgenesh2_kg.4__1163__AT2G31810.1|fgenesh2_kg.6__1614__AT5G16290.2	AT2G31810|AT5G16290	BRADI3G48370|BRADI4G20840	CHLREDRAFT_5137	GLYMA05G30130|GLYMA08G13290	ORGLA02G0203800|ORGLA11G0076400	OS02G0608600|OS11G0256050	POPTR_0007s00700|POPTR_0008s07820|POPTR_0010s18560	Sb04g025560|Sb05g006620	Vv00s0220g00110|Vv05s0094g01110	GRMZM2G007647|GRMZM2G077215|GRMZM2G407044
Acetyl-CoA acetyltransferase (EC 2.3.1.9)	fgenesh1_pm.C_scaffold_8000636|fgenesh2_kg.1__412__AT1G04710.1|fgenesh2_kg.4__1311__AT2G33150.1|fgenesh2_kg.8__12__AT5G47720.2|fgenesh2_kg.8__692__AT5G48230.2	AT1G04710|AT2G33150|AT5G47720|AT5G48230|AT5G48880	BRADI2G00890|BRADI3G27960|BRADI5G02170	CHLREDRAFT_118204|CHLREDRAFT_138637	GLYMA02G47860|GLYMA07G29670|GLYMA07G39870|GLYMA10G24590|GLYMA14G00760|GLYMA17G00910|GLYMA20G01180|GLYMA20G18980	ORGLA01G0006500|ORGLA10G0108200	OS01G0110400|OS09G0252100|OS10G0457600	POPTR_0001s14280|POPTR_0001s14290|POPTR_0002s22410|POPTR_0006s00630|POPTR_0014s16670|POPTR_0035s00250|POPTR_0043s00300	Sb01g020150|Sb01g033360|Sb08g023050	Vv00s0531g00050|Vv05s0051g00720|Vv07s0005g05610|Vv12s0057g01200	GRMZM2G085474|GRMZM2G110201|GRMZM5G830250|GRMZM5G860137|GRMZM5G866758
Acetyl-coenzyme A carboxyl transferase alpha chain (EC 6.4.1.2)	fgenesh2_kg.4__1870__AT2G38040.2	AT2G38040		CHLREDRAFT_184945	GLYMA18G42280|GLYMA18G42300|GLYMA18G42325			POPTR_0006s09700|POPTR_0016s11790		Vv08s0007g01750	
Acetyl-coenzyme A carboxyl transferase beta chain (EC 6.4.1.2)	Al_scaffold_0002_954|scaffold_201063.1|scaffold_201105.1	ATCG00500		CHLREDRAFT_133238				POPTR_0005s19390			
Acetyl-coenzyme A carboxyl transferase domain of homomeric ACCase (EC 6.4.1.2)	Al_scaffold_0001_3772|fgenesh2_kg.1__3668__AT1G36180.1|scaffold_104048.1	AT1G36160|AT1G36180	BRADI3G24417|BRADI5G03860	CHLREDRAFT_122441	GLYMA04G11550|GLYMA06G11120|GLYMA07G16521|GLYMA10G15062	ORGLA05G0090000|ORGLA10G0060300		POPTR_0002s09330|POPTR_0005s16540	Sb06g003090|Sb08g016820	Vv18s0001g04980	AC197672.3_FG002|GRMZM2G377341|GRMZM5G858094
Acetylglutamate kinase (EC 2.7.2.8)	fgenesh2_kg.5__2197__AT3G57560.1	AT3G57560	BRADI3G50660|BRADI5G17650	CHLREDRAFT_78991	GLYMA04G07790|GLYMA06G07870	ORGLA02G0228300|ORGLA04G0179200	OS02G0657600|OS04G0550500	POPTR_0006s29450|POPTR_0018s04120	Sb04g032930|Sb06g024550	Vv04s0008g03050	GRMZM2G132777|GRMZM2G323719
Acetylornithine aminotransferase (EC 2.6.1.11)	Al_scaffold_0002_2733	AT1G80600	BRADI2G38350	CHLREDRAFT_139007	GLYMA07G13320|GLYMA10G40140	ORGLA05G0020200	OS05G0129100|OS07G0461900	POPTR_0005s09860|POPTR_0017s08060	Sb09g002480	Vv09s0002g08670|Vv19s0027g01790	GRMZM2G119583
Acetylornithine deacetylase (EC 3.5.1.16)	fgenesh2_kg.7__2524__AT4G17830.1	AT4G17830	BRADI3G52140	CHLREDRAFT_155546	GLYMA01G40661|GLYMA11G04650		OS02G0690800	POPTR_0001s02560|POPTR_0003s08980|POPTR_0003s08990	Sb04g031260	Vv02s0012g01210	GRMZM2G181273
Aconitate hydratase (EC 4.2.1.3)	Al_scaffold_0007_3138|fgenesh2_kg.3__2887__AT2G05710.1|fgenesh2_kg.7__1532__AT4G26970.1|scaffold_700524.1	AT2G05710|AT4G26970|AT4G35830	BRADI1G75960|BRADI3G15050		GLYMA01G06575|GLYMA01G36750|GLYMA04G19010|GLYMA06G46190|GLYMA10G27660|GLYMA11G08550|GLYMA11G29371|GLYMA12G10580|GLYMA12G32000|GLYMA13G38480|GLYMA14G12315	ORGLA03G0027100|ORGLA08G0045200|ORGLA12G0183800	OS03G0136900|OS06G0303400	POPTR_0005s10990|POPTR_0007s09260|POPTR_0012s06320|POPTR_0014s15170	Sb01g047850|Sb06g000200|Sb06g000210|Sb07g005390	Vv00s0264g00030|Vv12s0059g02150|Vv19s0090g00460	GRMZM2G009808|GRMZM2G020801|GRMZM2G176397|GRMZM2G467338|GRMZM5G858454
Acyl-CoA thioesterase II (EC 3.1.2.-)	Al_scaffold_0006_3968|fgenesh2_kg.1__58__AT1G01710.1	AT1G01710|AT4G00520	BRADI5G18080		GLYMA03G01210|GLYMA07G07771|GLYMA09G39612|GLYMA18G46620	ORGLA04G0184300	OS04G0558400	POPTR_0014s07900	Sb06g025070|Sb3133s002010	Vv15s0046g02700	GRMZM2G344476
Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase (EC 2.3.1.129)	fgenesh2_kg.7__1236__AT4G29540.2	AT4G29540	BRADI2G48510		GLYMA01G00620|GLYMA07G15460	ORGLA01G0240900	OS01G0722100	POPTR_0006s15470	Sb03g033150	Vv11s0016g02420	GRMZM2G169548
Adenosylhomocysteinase (EC 3.3.1.1)	fgenesh2_kg.3__2594__AT3G23810.1|scaffold_703258.1	AT3G23810|AT4G13940	BRADI4G19457	CHLREDRAFT_129593	GLYMA05G28480|GLYMA08G11480|GLYMA11G36620	ORGLA11G0108500	OS11G0455500	POPTR_0001s32780|POPTR_0017s08610	Sb05g014470	Vv05s0029g00330|Vv17s0000g09840	GRMZM2G015295|GRMZM2G111909
Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62)	fgenesh2_kg.8__1672__AT5G57590.1	AT5G57590	BRADI3G18970		GLYMA09G15575|GLYMA13G01170	ORGLA08G0065400	OS08G0245400	POPTR_0006s18590|POPTR_0018s10350|POPTR_0018s10360	Sb01g043690	Vv11s0052g01390	GRMZM2G102156
Adenylate kinase (EC 2.7.4.3)	fgenesh2_kg.4__1777__AT2G37250.1|fgenesh2_kg.8__2341__AT5G63400.1|fgenesh2_kg.8__916__AT5G50370.1|scaffold_801005.1	AT2G37250|AT5G47840|AT5G50370|AT5G63400	BRADI1G76407|BRADI3G13360|BRADI4G39600	CHLREDRAFT_133184|CHLREDRAFT_194134	GLYMA02G24818|GLYMA05G03120|GLYMA05G03140|GLYMA06G18020|GLYMA09G36900|GLYMA17G13760	ORGLA03G0021900|ORGLA08G0000500|ORGLA11G0094700|ORGLA12G0064900	OS03G0130400|OS08G0109300|OS11G0312220|OS12G0236400	POPTR_0012s09720|POPTR_0013s10120|POPTR_0015s10490|POPTR_0019s10700	Sb01g048360|Sb03g029120|Sb07g000980|Sb08g008360|Sb08g008400	Vv01s0010g02770|Vv17s0000g01730|Vv18s0041g01280	GRMZM2G086882|GRMZM2G092923|GRMZM2G125193|GRMZM2G147196|GRMZM2G173209|GRMZM5G808876
Adenylosuccinate lyase (EC 4.3.2.2)	fgenesh2_kg.7__2449__AT4G18440.1|scaffold_302803.1	AT1G36280|AT4G18440	BRADI1G64210	CHLREDRAFT_113924|CHLREDRAFT_168420|CHLREDRAFT_99287	GLYMA02G42130|GLYMA10G39305|GLYMA14G06780|GLYMA20G28590		OS03G0313600	POPTR_0008s06410|POPTR_0010s20070	Sb01g037182|Sb01g037185|Sb04g028245|Sb06g023390	Vv13s0019g03330	GRMZM2G359070|GRMZM5G895991
Adenylosuccinate synthetase (EC 6.3.4.4)	fgenesh2_kg.5__2202__AT3G57610.1	AT3G57610	BRADI1G11720|BRADI1G72980	CHLREDRAFT_196727	GLYMA03G29560|GLYMA19G32410	ORGLA03G0052900|ORGLA03G0282000	OS03G0174500|OS03G0699300	POPTR_0016s08930	Sb01g011080|Sb01g045540	Vv08s0007g08130	GRMZM2G119852|GRMZM2G123204
Adrenodoxin reductase	scaffold_700955.1	AT4G32360	BRADI2G32530	CHLREDRAFT_134840	GLYMA05G35620|GLYMA08G04100|GLYMA14G40480		OS02G0277600	POPTR_0005s15200	Sb04g010680	Vv11s0016g03550	
Adrenodoxin, mitochondrial ferredoxin	fgenesh2_kg.6__3327__AT4G05450.1|fgenesh2_kg.7__2212__AT4G21090.1	AT4G05450|AT4G21090	BRADI4G31120	CHLREDRAFT_154720	GLYMA08G07793|GLYMA13G17370|GLYMA17G05130		OS09G0437900			Vv11s0016g00530	
Alanine transaminase (EC 2.6.1.2)	fgenesh2_kg.1__2543__AT1G23310.1|fgenesh2_kg.2__1492__AT1G72330.1|scaffold_101927.1|scaffold_201947.1	AT1G17290|AT1G23310|AT1G70580|AT1G72330	BRADI1G20995|BRADI1G59220|BRADI3G23160	CHLREDRAFT_191703|CHLREDRAFT_206184	GLYMA01G03260|GLYMA02G04320|GLYMA07G05130|GLYMA16G01630	ORGLA03G0059100|ORGLA07G0004600|ORGLA07G0171800|ORGLA10G0072100	OS03G0183600|OS07G0108300|OS07G0617800|OS10G0390500	POPTR_0001s16300|POPTR_0003s07020|POPTR_0008s19160|POPTR_0010s05530	Sb01g023750|Sb02g000780|Sb02g039340	Vv00s0225g00130|Vv09s0002g00340	GRMZM2G053999|GRMZM2G088064|GRMZM2G124963|GRMZM5G828630|GRMZM5G840582
Alcohol dehydrogenase (EC 1.1.1.1)	fgenesh1_pm.C_scaffold_4000079|fgenesh2_kg.3__2162__AT3G19450.1|fgenesh2_kg.7__250__AT4G37980.1|fgenesh2_kg.7__252__AT4G37970.1|scaffold_202194.1|scaffold_202672.1|scaffold_304016.1|scaffold_700134.1|scaffold_700269.1|scaffold_700715.1	AT1G72680|AT1G77120|AT2G21730|AT2G21890|AT3G19450|AT4G34230|AT4G37970|AT4G37980|AT4G37990|AT4G39330	BRADI3G06480|BRADI3G10580|BRADI3G17920|BRADI3G22980|BRADI4G22610|BRADI4G22620|BRADI4G22630|BRADI4G29770|BRADI4G29780|BRADI5G21550	CHLREDRAFT_190503|CHLREDRAFT_190510	GLYMA01G02570|GLYMA01G02580|GLYMA05G32130|GLYMA07G28040|GLYMA08G15420|GLYMA08G37431|GLYMA08G37510|GLYMA08G38430|GLYMA10G40870|GLYMA13G32830|GLYMA15G06460|GLYMA16G19790|GLYMA18G38670|GLYMA20G26440	ORGLA02G0061600|ORGLA03G0086300|ORGLA04G0221000|ORGLA08G0072700|ORGLA09G0070800|ORGLA09G0070900|ORGLA09G0071000|ORGLA09G0071100|ORGLA10G0039300|ORGLA10G0094500|ORGLA11G0058300|ORGLA11G0058400|ORGLA11G0059500	OS02G0187800|OS03G0223200|OS04G0612700|OS08G0270400|OS09G0399800|OS09G0400000|OS09G0400300|OS09G0400400|OS10G0194200|OS10G0430200|OS11G0210300|OS11G0210500|OS11G0210600|OS11G0622800	POPTR_0001s27550|POPTR_0001s30730|POPTR_0001s31470|POPTR_0006s21360|POPTR_0009s06740|POPTR_0009s06750|POPTR_0009s06770|POPTR_0009s06780|POPTR_0009s06790|POPTR_0009s09870|POPTR_0011s15120|POPTR_0011s15130|POPTR_0016s06540|POPTR_0016s07900|POPTR_0016s07910	Sb01g008730|Sb02g024190|Sb02g024200|Sb02g024210|Sb02g024220|Sb04g005950|Sb05g009350|Sb05g009360|Sb06g028240|Sb07g006090|Sb08g016410|Sb10g006270|Sb10g006280|Sb10g006290|Sb10g006300	Vv00s0218g00010|Vv00s0346g00080|Vv00s0346g00090|Vv00s0346g00100|Vv00s0346g00110|Vv00s0346g00120|Vv00s0371g00010|Vv00s0371g00020|Vv00s0371g00040|Vv00s0371g00050|Vv00s0371g00060|Vv00s0371g00100|Vv00s0615g00010|Vv00s0615g00020|Vv00s0615g00030|Vv00s1389g00010|Vv02s0025g03100|Vv02s0025g03110|Vv03s0180g00250|Vv03s0180g00260|Vv04s0044g00190|Vv04s0044g00210|Vv07s0129g01030|Vv18s0001g15410|Vv18s0122g00450	AC234163.1_FG002|GRMZM2G046070|GRMZM2G090980|GRMZM2G098346|GRMZM2G118610|GRMZM2G442658|GRMZM2G443445|GRMZM2G700188|GRMZM5G844562
Aldose 1-epimerase (EC 5.1.3.3)	fgenesh2_kg.3__1982__AT3G17940.1|fgenesh2_kg.6__1489__AT5G15140.1|scaffold_300105.1|scaffold_501715.1	AT3G01260|AT3G17940|AT3G47800|AT5G15140	BRADI1G15770	CHLREDRAFT_187168	GLYMA04G34120|GLYMA05G01220|GLYMA06G20380|GLYMA07G11600|GLYMA09G30534|GLYMA09G30670|GLYMA17G10680	ORGLA10G0023300	OS10G0155500	POPTR_0004s13470|POPTR_0012s04330|POPTR_0012s14420|POPTR_0015s14450|POPTR_0017s02950|POPTR_0017s11620	Sb01g016500|Sb08g005012	Vv14s0108g00190|Vv14s0108g00270|Vv17s0000g02260|Vv17s0000g05870	GRMZM2G132036
Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (hydroxylation) (no EC)	fgenesh2_kg.6__3391__AT4G03060.1	AT4G03050									
Aliphatic glucosinolate 2-oxoglutarate-dependent dioxygenase (no EC)		AT4G03070									
